family	genus	scientific_name	native_status	mycorrhizal_type
Araliaceae	Crepinella	Crepinella hitchcockii	non-native	uncertain
Araliaceae	Crepinella	Crepinella huachamacarii	non-native	uncertain
Araliaceae	Crepinella	Crepinella huberi	non-native	uncertain
Araliaceae	Crepinella	Crepinella japurensis	non-native	uncertain
Araliaceae	Crepinella	Crepinella longistyla	non-native	uncertain
Araliaceae	Crepinella	Crepinella montana	non-native	uncertain
Araliaceae	Crepinella	Crepinella myrioneura	non-native	uncertain
Araliaceae	Crepinella	Crepinella neblinae	non-native	uncertain
Araliaceae	Crepinella	Crepinella nigrescens	non-native	uncertain
Araliaceae	Crepinella	Crepinella pallens	non-native	uncertain
Araliaceae	Crepinella	Crepinella pauciradiata	non-native	uncertain
Araliaceae	Crepinella	Crepinella psilophylla	non-native	uncertain
Araliaceae	Crepinella	Crepinella simplex	non-native	uncertain
Araliaceae	Crepinella	Crepinella spruceana	non-native	uncertain
Araliaceae	Crepinella	Crepinella suaveolens	non-native	uncertain
Araliaceae	Crepinella	Crepinella ulocephala	non-native	uncertain
Araliaceae	Crepinella	Crepinella umbellata	non-native	uncertain
Araliaceae	Crepinella	Crepinella umbraculifera	non-native	uncertain
Araliaceae	Crepinella	Crepinella varisiana	non-native	uncertain
Araliaceae	Crepinella	Crepinella weberbaueri	non-native	uncertain
Bignoniaceae	Crescentia	Crescentia alata	non-native	AM
Bignoniaceae	Crescentia	Crescentia amazonica	non-native	AM
Bignoniaceae	Crescentia	Crescentia cujete	non-native	AM
Bignoniaceae	Crescentia	Crescentia linearifolia	non-native	AM
Bignoniaceae	Crescentia	Crescentia mirabilis	non-native	AM
Bignoniaceae	Crescentia	Crescentia portoricensis	non-native	AM
Elaeocarpaceae	Crinodendron	Crinodendron brasiliense	non-native	AM
Elaeocarpaceae	Crinodendron	Crinodendron patagua	non-native	AM
Elaeocarpaceae	Crinodendron	Crinodendron tucumanum	non-native	AM
Apocynaceae	Crioceras	Crioceras dipladeniiflorus	non-native	AM
Asteraceae	Critonia	Critonia aromatisans	non-native	AM
Asteraceae	Critonia	Critonia breedlovei	non-native	AM
Asteraceae	Critonia	Critonia conzattii	non-native	AM
Asteraceae	Critonia	Critonia daleoides	non-native	AM
Asteraceae	Critonia	Critonia hebebotrya	non-native	AM
Asteraceae	Critonia	Critonia heteroneura	non-native	AM
Asteraceae	Critonia	Critonia hospitalis	non-native	AM
Asteraceae	Critonia	Critonia iltisii	non-native	AM
Asteraceae	Critonia	Critonia inaequidens	non-native	AM
Asteraceae	Critonia	Critonia morifolia	non-native	AM
Asteraceae	Critonia	Critonia nicaraguensis	non-native	AM
Asteraceae	Critonia	Critonia paneroi	non-native	AM
Asteraceae	Critonia	Critonia portoricensis	non-native	AM
Asteraceae	Critonia	Critonia quadrangularis	non-native	AM
Asteraceae	Critonia	Critonia sexangularis	non-native	AM
Asteraceae	Critonia	Critonia stigmatica	non-native	AM
Asteraceae	Critoniadelphus	Critoniadelphus microdon	non-native	AM
Asteraceae	Critoniadelphus	Critoniadelphus nubigenus	non-native	AM
Asteraceae	Critoniella	Critoniella acuminata	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis ayabacensis	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis bitriflora	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis bogotana	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis cerulosa	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis choquetangensis	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis cinerea	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis cotopaxensis	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis cuatrecasasii	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis dorrii	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis elbertiana	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis floribunda	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis franciscana	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis glandulata	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis harlingii	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis jelskii	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis killipii	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis lindenii	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis macrofoliata	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis meridensis	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis occidentalis	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis palaciosii	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis pallida	non-native	AM
Asteraceae	Tephrothamnus	Tephrothamnus paradoxus	non-native	uncertain
Asteraceae	Critoniopsis	Critoniopsis paucartambensis	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis persetosa	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis pycnantha	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis quinqueflora	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis sagasteguii	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis sodiroi	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis tamana	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis turmalensis	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis uribei	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis ursicola	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis yamboyensis	non-native	AM
Asteraceae	Critoniopsis	Critoniopsis zamorensis	non-native	AM
Phyllanthaceae	Croizatia	Croizatia brevipetiolata	non-native	AM
Phyllanthaceae	Croizatia	Croizatia naiguatensis	non-native	AM
Phyllanthaceae	Croizatia	Croizatia neotropica	non-native	AM
Phyllanthaceae	Croizatia	Croizatia panamensis	non-native	AM
Celastraceae	Crossopetalum	Crossopetalum densiflorum	non-native	AM
Celastraceae	Crossopetalum	Crossopetalum enervium	non-native	AM
Celastraceae	Crossopetalum	Crossopetalum gaumeri	non-native	AM
Celastraceae	Crossopetalum	Crossopetalum glabrum	non-native	AM
Celastraceae	Crossopetalum	Crossopetalum managuatillo	non-native	AM
Celastraceae	Crossopetalum	Crossopetalum minimiflorum	non-native	AM
Celastraceae	Crossopetalum	Crossopetalum oxyphyllum	non-native	AM
Celastraceae	Crossopetalum	Crossopetalum parviflorum	non-native	AM
Celastraceae	Crossopetalum	Crossopetalum rhacoma	non-native	AM
Rubiaceae	Crossopteryx	Crossopteryx febrifuga	non-native	AM
Crossosomataceae	Crossosoma	Crossosoma californicum	non-native	uncertain
Rutaceae	Crossosperma	Crossosperma cauliflora	non-native	AM
Rutaceae	Crossosperma	Crossosperma velutina	non-native	AM
Rhizophoraceae	Crossostylis	Crossostylis cominsii	non-native	AM
Rhizophoraceae	Crossostylis	Crossostylis biflora	non-native	AM
Rhizophoraceae	Crossostylis	Crossostylis dimera	non-native	AM
Rhizophoraceae	Crossostylis	Crossostylis grandiflora	non-native	AM
Rhizophoraceae	Crossostylis	Crossostylis harveyi	non-native	AM
Rhizophoraceae	Crossostylis	Crossostylis multiflora	non-native	AM
Rhizophoraceae	Crossostylis	Crossostylis parksii	non-native	AM
Rhizophoraceae	Crossostylis	Crossostylis pedunculata	non-native	AM
Rhizophoraceae	Crossostylis	Crossostylis richii	non-native	AM
Rhizophoraceae	Crossostylis	Crossostylis sebertii	non-native	AM
Rhizophoraceae	Crossostylis	Crossostylis seemannii	non-native	AM
Asteraceae	Crossothamnus	Crossothamnus gentryi	non-native	AM
Fabaceae	Crotalaria	Crotalaria agatiflora	non-native	AM
Fabaceae	Crotalaria	Crotalaria cajanifolia	non-native	AM
Fabaceae	Crotalaria	Crotalaria exaltata	non-native	AM
Fabaceae	Crotalaria	Crotalaria grandibracteata	non-native	AM
Fabaceae	Crotalaria	Crotalaria longirostrata	non-native	AM
Fabaceae	Crotalaria	Crotalaria socotrana	non-native	AM
Euphorbiaceae	Croton	Croton abonari	non-native	AM
Euphorbiaceae	Croton	Croton abutilifolius	non-native	AM
Euphorbiaceae	Croton	Croton abutiloides	non-native	AM
Euphorbiaceae	Croton	Croton acapulcensis	non-native	AM
Euphorbiaceae	Croton	Croton aceroides	non-native	AM
Euphorbiaceae	Croton	Croton acronychioides	native	AM
Euphorbiaceae	Croton	Croton acutifolius	non-native	AM
Euphorbiaceae	Croton	Croton adenophorus	non-native	AM
Euphorbiaceae	Croton	Croton adipatus	non-native	AM
Euphorbiaceae	Croton	Croton aequatoris	non-native	AM
Euphorbiaceae	Croton	Croton agoensis	non-native	AM
Euphorbiaceae	Croton	Croton alamosanus	non-native	AM
Euphorbiaceae	Croton	Croton alchorneicarpus	non-native	AM
Euphorbiaceae	Croton	Croton aleuritoides	non-native	AM
Euphorbiaceae	Croton	Croton alienus	non-native	AM
Euphorbiaceae	Croton	Croton amazonicus	non-native	AM
Euphorbiaceae	Croton	Croton amplifolius	non-native	AM
Euphorbiaceae	Croton	Croton ankeranae	non-native	AM
Euphorbiaceae	Croton	Croton antae	non-native	AM
Euphorbiaceae	Croton	Croton arboreus	non-native	AM
Euphorbiaceae	Croton	Croton argyratus	non-native	AM
Euphorbiaceae	Croton	Croton argyrodaphne	non-native	AM
Euphorbiaceae	Croton	Croton argyrophyllus	non-native	AM
Euphorbiaceae	Croton	Croton aripoensis	non-native	AM
Euphorbiaceae	Croton	Croton aristophlebius	non-native	AM
Euphorbiaceae	Croton	Croton arnhemicus	native	AM
Euphorbiaceae	Croton	Croton aromaticus	non-native	AM
Euphorbiaceae	Croton	Croton astianus	non-native	AM
Euphorbiaceae	Croton	Croton astroites	non-native	AM
Euphorbiaceae	Croton	Croton ater	non-native	AM
Euphorbiaceae	Croton	Croton aubrevillei	non-native	AM
Euphorbiaceae	Croton	Croton axillaris	non-native	AM
Euphorbiaceae	Croton	Croton barorum	non-native	AM
Euphorbiaceae	Croton	Croton beckii	non-native	AM
Euphorbiaceae	Croton	Croton beetlei	non-native	AM
Euphorbiaceae	Croton	Croton bergassae	non-native	AM
Euphorbiaceae	Croton	Croton bernieri	non-native	AM
Euphorbiaceae	Croton	Croton betulinus	non-native	AM
Euphorbiaceae	Croton	Croton billbergianus	non-native	AM
Euphorbiaceae	Croton	Croton blanchetianus	non-native	AM
Euphorbiaceae	Croton	Croton boavitanus	non-native	AM
Euphorbiaceae	Croton	Croton borneensis	non-native	AM
Euphorbiaceae	Croton	Croton brachypus	native	AM
Euphorbiaceae	Croton	Croton bracteatus	non-native	AM
Euphorbiaceae	Croton	Croton brassii	non-native	AM
Euphorbiaceae	Croton	Croton bredemeyeri	non-native	AM
Euphorbiaceae	Croton	Croton brevipes	non-native	AM
Euphorbiaceae	Croton	Croton brieyi	non-native	AM
Euphorbiaceae	Croton	Croton bryophorus	non-native	AM
Euphorbiaceae	Croton	Croton buchii	non-native	AM
Euphorbiaceae	Croton	Croton cajucara	non-native	AM
Euphorbiaceae	Croton	Croton campanulatus	non-native	AM
Euphorbiaceae	Croton	Croton campenonii	non-native	AM
Euphorbiaceae	Croton	Croton capitis-york	native	AM
Euphorbiaceae	Croton	Croton caracasanus	non-native	AM
Euphorbiaceae	Croton	Croton carpostellatus	non-native	AM
Euphorbiaceae	Croton	Croton carrii	non-native	AM
Euphorbiaceae	Croton	Croton matourensis	non-native	AM
Euphorbiaceae	Croton	Croton cascarilloides	non-native	AM
Euphorbiaceae	Croton	Croton catati	non-native	AM
Euphorbiaceae	Croton	Croton caudatus	native	AM
Euphorbiaceae	Croton	Croton cearensis	non-native	AM
Euphorbiaceae	Croton	Croton celtidifolius	non-native	AM
Euphorbiaceae	Croton	Croton chakrabartyi	non-native	AM
Euphorbiaceae	Croton	Croton chapelieri	non-native	AM
Euphorbiaceae	Croton	Croton chittagongensis	non-native	AM
Euphorbiaceae	Croton	Croton chlaenacicomes	non-native	AM
Euphorbiaceae	Croton	Croton chlorocalyx	non-native	AM
Euphorbiaceae	Croton	Croton chocoanus	non-native	AM
Euphorbiaceae	Croton	Croton choristadenius	native	AM
Euphorbiaceae	Croton	Croton chrysodaphne	non-native	AM
Euphorbiaceae	Croton	Croton churutensis	non-native	AM
Euphorbiaceae	Croton	Croton chypreae	non-native	AM
Euphorbiaceae	Croton	Croton coccymelophyllus	non-native	AM
Euphorbiaceae	Croton	Croton confertus	non-native	AM
Euphorbiaceae	Croton	Croton congensis	non-native	AM
Euphorbiaceae	Croton	Croton coriaceus	non-native	AM
Euphorbiaceae	Croton	Croton coriifolius	non-native	AM
Euphorbiaceae	Croton	Croton corinthius	non-native	AM
Euphorbiaceae	Croton	Croton cortesianus	non-native	AM
Euphorbiaceae	Croton	Croton corylifolius	non-native	AM
Euphorbiaceae	Croton	Croton costatus	non-native	AM
Euphorbiaceae	Croton	Croton crossolepis	non-native	AM
Euphorbiaceae	Croton	Croton culiacanensis	non-native	AM
Euphorbiaceae	Croton	Croton cuneatus	non-native	AM
Euphorbiaceae	Croton	Croton cupreatus	non-native	AM
Euphorbiaceae	Croton	Croton cupreolepis	non-native	AM
Euphorbiaceae	Croton	Croton curranii	non-native	AM
Euphorbiaceae	Croton	Croton damayeshu	non-native	AM
Euphorbiaceae	Croton	Croton delpyi	non-native	AM
Euphorbiaceae	Croton	Croton deserticola	non-native	AM
Euphorbiaceae	Croton	Croton diasii	non-native	AM
Euphorbiaceae	Croton	Croton dichogamus	non-native	AM
Euphorbiaceae	Croton	Croton dictyophlebodes	non-native	AM
Euphorbiaceae	Croton	Croton dinghuensis	non-native	AM
Euphorbiaceae	Croton	Croton discolor	non-native	AM
Euphorbiaceae	Croton	Croton dispar	non-native	AM
Euphorbiaceae	Croton	Croton domatifer	non-native	AM
Euphorbiaceae	Croton	Croton draco	non-native	AM
Euphorbiaceae	Croton	Croton draconoides	non-native	AM
Euphorbiaceae	Croton	Croton draconopsis	non-native	AM
Euphorbiaceae	Croton	Croton grandivelum	non-native	AM
Euphorbiaceae	Croton	Croton eichleri	non-native	AM
Euphorbiaceae	Croton	Croton ekmanii	non-native	AM
Euphorbiaceae	Croton	Croton elbertii	non-native	AM
Euphorbiaceae	Croton	Croton eluteria	non-native	AM
Euphorbiaceae	Croton	Croton enigmaticus	non-native	AM
Euphorbiaceae	Croton	Croton erythrochyloides	non-native	AM
Euphorbiaceae	Croton	Croton erythrostachys	non-native	AM
Euphorbiaceae	Croton	Croton euryphyllus	non-native	AM
Euphorbiaceae	Croton	Croton fantzianus	non-native	AM
Euphorbiaceae	Croton	Croton fernandezii	non-native	AM
Euphorbiaceae	Croton	Croton fianarantsoae	non-native	AM
Euphorbiaceae	Croton	Croton flavens	non-native	AM
Euphorbiaceae	Croton	Croton floribundus	non-native	AM
Euphorbiaceae	Croton	Croton fluviatilis	non-native	AM
Euphorbiaceae	Croton	Croton fragilis	non-native	AM
Euphorbiaceae	Croton	Croton fragrans	non-native	AM
Euphorbiaceae	Croton	Croton fragrantulus	non-native	AM
Euphorbiaceae	Croton	Croton gageianus	non-native	AM
Euphorbiaceae	Croton	Croton gibsonianus	non-native	AM
Euphorbiaceae	Croton	Croton gigantifolius	non-native	AM
Euphorbiaceae	Croton	Croton glabellus	non-native	AM
Euphorbiaceae	Croton	Croton gossweileri	non-native	AM
Euphorbiaceae	Croton	Croton gossypiifolius	non-native	AM
Euphorbiaceae	Croton	Croton goudotii	non-native	AM
Euphorbiaceae	Croton	Croton gracilipes	non-native	AM
Euphorbiaceae	Croton	Croton gratissimus	non-native	AM
Euphorbiaceae	Croton	Croton greveanus	non-native	AM
Euphorbiaceae	Croton	Croton grewiifolius	non-native	AM
Euphorbiaceae	Croton	Croton griffithii	non-native	AM
Euphorbiaceae	Croton	Croton grisebachianus	non-native	AM
Euphorbiaceae	Croton	Croton griseus	non-native	AM
Euphorbiaceae	Croton	Croton guatemalensis	non-native	AM
Euphorbiaceae	Croton	Croton guianensis	non-native	AM
Euphorbiaceae	Croton	Croton habrophyllus	native	AM
Euphorbiaceae	Croton	Croton hancei	non-native	AM
Euphorbiaceae	Croton	Croton haumanianus	non-native	AM
Euphorbiaceae	Croton	Croton hemiargyreus	non-native	AM
Euphorbiaceae	Croton	Croton heteranthus	non-native	AM
Euphorbiaceae	Croton	Croton heterocarpus	non-native	AM
Euphorbiaceae	Croton	Croton heterotrichus	non-native	AM
Euphorbiaceae	Croton	Croton hibiscifolius	non-native	AM
Euphorbiaceae	Croton	Croton hircinus	non-native	AM
Euphorbiaceae	Croton	Croton hoffmannii	non-native	AM
Euphorbiaceae	Croton	Croton howii	non-native	AM
Euphorbiaceae	Croton	Croton huberi	non-native	AM
Euphorbiaceae	Croton	Croton huitotorum	non-native	AM
Euphorbiaceae	Croton	Croton humblotii	non-native	AM
Euphorbiaceae	Croton	Croton hutchinsonianus	non-native	AM
Euphorbiaceae	Croton	Croton icabarui	non-native	AM
Euphorbiaceae	Croton	Croton icche	non-native	AM
Euphorbiaceae	Croton	Croton ignifex	non-native	AM
Euphorbiaceae	Croton	Croton impressus	non-native	AM
Euphorbiaceae	Croton	Croton indivisus	non-native	AM
Euphorbiaceae	Croton	Croton inhambanensis	non-native	AM
Euphorbiaceae	Croton	Croton insularis	native	AM
Euphorbiaceae	Croton	Croton isomonensis	non-native	AM
Euphorbiaceae	Croton	Croton itzaeus	non-native	AM
Euphorbiaceae	Croton	Croton jamaicensis	non-native	AM
Euphorbiaceae	Croton	Croton jamesonii	non-native	AM
Euphorbiaceae	Croton	Croton jansii	non-native	AM
Euphorbiaceae	Croton	Croton jatrophoides	non-native	AM
Euphorbiaceae	Croton	Croton jimenezii	non-native	AM
Euphorbiaceae	Croton	Croton jorgei	non-native	AM
Euphorbiaceae	Croton	Croton joufra	non-native	AM
Euphorbiaceae	Croton	Croton kelantanicus	non-native	AM
Euphorbiaceae	Croton	Croton kerrii	non-native	AM
Euphorbiaceae	Croton	Croton killipianus	non-native	AM
Euphorbiaceae	Croton	Croton klotzschianus	non-native	AM
Euphorbiaceae	Croton	Croton kongensis	non-native	AM
Euphorbiaceae	Croton	Croton kongkandanus	non-native	AM
Euphorbiaceae	Croton	Croton laciniatistylus	non-native	AM
Euphorbiaceae	Croton	Croton laevigatus	non-native	AM
Euphorbiaceae	Croton	Croton lamdongensis	non-native	AM
Euphorbiaceae	Croton	Croton laui	non-native	AM
Euphorbiaceae	Croton	Croton lauioides	non-native	AM
Euphorbiaceae	Croton	Croton laurinus	non-native	AM
Euphorbiaceae	Croton	Croton lawianus	non-native	AM
Euphorbiaceae	Croton	Croton lechleri	non-native	AM
Euphorbiaceae	Croton	Croton leiophyllus	non-native	AM
Euphorbiaceae	Croton	Croton leptanthus	non-native	AM
Euphorbiaceae	Croton	Croton leuconeurus	non-native	AM
Euphorbiaceae	Croton	Croton levatii	non-native	AM
Euphorbiaceae	Croton	Croton limae	non-native	AM
Euphorbiaceae	Croton	Croton lindquistii	non-native	AM
Euphorbiaceae	Croton	Croton lissophyllus	non-native	AM
Euphorbiaceae	Croton	Croton longipedicellatus	non-native	AM
Euphorbiaceae	Croton	Croton longiracemosus	non-native	AM
Euphorbiaceae	Croton	Croton loretensis	non-native	AM
Euphorbiaceae	Croton	Croton loucoubensis	non-native	AM
Euphorbiaceae	Croton	Croton luciae	non-native	AM
Euphorbiaceae	Croton	Croton lucidus	non-native	AM
Euphorbiaceae	Croton	Croton maasii	non-native	AM
Euphorbiaceae	Croton	Croton macrobothrys	non-native	AM
Euphorbiaceae	Croton	Croton macrocarpus	non-native	AM
Euphorbiaceae	Croton	Croton macrostachyus	non-native	AM
Euphorbiaceae	Croton	Croton madandensis	non-native	AM
Euphorbiaceae	Croton	Croton maevaranensis	non-native	AM
Euphorbiaceae	Croton	Croton magneticus	native	AM
Euphorbiaceae	Croton	Croton malabaricus	non-native	AM
Euphorbiaceae	Croton	Croton malambo	non-native	AM
Euphorbiaceae	Croton	Croton mallotophyllus	non-native	AM
Euphorbiaceae	Croton	Croton mayumbensis	non-native	AM
Euphorbiaceae	Croton	Croton medusae	non-native	AM
Euphorbiaceae	Croton	Croton megaladenus	non-native	AM
Euphorbiaceae	Croton	Croton megalobotrys	non-native	AM
Euphorbiaceae	Croton	Croton megalocarpoides	non-native	AM
Euphorbiaceae	Croton	Croton megalocarpus	non-native	AM
Euphorbiaceae	Croton	Croton megalodendron	non-native	AM
Euphorbiaceae	Croton	Croton megistocarpus	non-native	AM
Euphorbiaceae	Croton	Croton menthodorus	non-native	AM
Euphorbiaceae	Croton	Croton menyharthii	non-native	AM
Euphorbiaceae	Croton	Croton metallicus	non-native	AM
Euphorbiaceae	Croton	Croton mexicanus	non-native	AM
Euphorbiaceae	Croton	Croton micans	non-native	AM
Euphorbiaceae	Croton	Croton mocquerysii	non-native	AM
Euphorbiaceae	Croton	Croton mongue	non-native	AM
Euphorbiaceae	Croton	Croton moonii	non-native	AM
Euphorbiaceae	Croton	Croton morifolius	non-native	AM
Euphorbiaceae	Croton	Croton morobensis	non-native	AM
Euphorbiaceae	Croton	Croton morotaeus	non-native	AM
Euphorbiaceae	Croton	Croton mubango	non-native	AM
Euphorbiaceae	Croton	Croton multicostatus	non-native	AM
Euphorbiaceae	Croton	Croton muriculatus	non-native	AM
Euphorbiaceae	Croton	Croton mutisianus	non-native	AM
Euphorbiaceae	Croton	Croton myriaster	non-native	AM
Euphorbiaceae	Croton	Croton neblinae	non-native	AM
Euphorbiaceae	Croton	Croton nirguensis	non-native	AM
Euphorbiaceae	Croton	Croton nitens	non-native	AM
Euphorbiaceae	Croton	Croton nitidulus	non-native	AM
Euphorbiaceae	Croton	Croton nitrariifolius	non-native	AM
Euphorbiaceae	Croton	Croton niveus	non-native	AM
Euphorbiaceae	Croton	Croton nobilis	non-native	AM
Euphorbiaceae	Croton	Croton nubigenus	non-native	AM
Euphorbiaceae	Croton	Croton nuntians	non-native	AM
Euphorbiaceae	Croton	Croton oblongus	non-native	AM
Euphorbiaceae	Croton	Croton oerstedianus	non-native	AM
Euphorbiaceae	Croton	Croton oligandrus	non-native	AM
Euphorbiaceae	Croton	Croton oliganthus	non-native	AM
Euphorbiaceae	Croton	Croton organensis	non-native	AM
Euphorbiaceae	Croton	Croton orinocensis	non-native	AM
Euphorbiaceae	Croton	Croton pachypodus	non-native	AM
Euphorbiaceae	Croton	Croton palanostigma	non-native	AM
Euphorbiaceae	Croton	Croton pascualii	non-native	AM
Euphorbiaceae	Croton	Croton pavonis	non-native	AM
Euphorbiaceae	Croton	Croton peekelii	non-native	AM
Euphorbiaceae	Croton	Croton penduliflorus	non-native	AM
Euphorbiaceae	Croton	Croton persimilis	non-native	AM
Euphorbiaceae	Croton	Croton perspeciosus	non-native	AM
Euphorbiaceae	Croton	Croton perstipulatus	non-native	AM
Euphorbiaceae	Croton	Croton phebalioides	native	AM
Euphorbiaceae	Croton	Croton phuquocensis	non-native	AM
Euphorbiaceae	Croton	Croton pilgeri	non-native	AM
Euphorbiaceae	Croton	Croton pilophorus	non-native	AM
Euphorbiaceae	Croton	Croton piluliferum	non-native	AM
Euphorbiaceae	Croton	Croton piptocalyx	non-native	AM
Euphorbiaceae	Croton	Croton plurispicatus	non-native	AM
Euphorbiaceae	Croton	Croton poecilanthus	non-native	AM
Euphorbiaceae	Croton	Croton poggei	non-native	AM
Euphorbiaceae	Croton	Croton poilanei	non-native	AM
Euphorbiaceae	Croton	Croton polytrichus	non-native	AM
Euphorbiaceae	Croton	Croton poomae	non-native	AM
Euphorbiaceae	Croton	Croton potabilis	non-native	AM
Euphorbiaceae	Croton	Croton priscus	non-native	AM
Euphorbiaceae	Croton	Croton pseudoglabellus	non-native	AM
Euphorbiaceae	Croton	Croton pseudoniveus	non-native	AM
Euphorbiaceae	Croton	Croton pseudopopulus	non-native	AM
Euphorbiaceae	Croton	Croton pseudopulchellus	non-native	AM
Euphorbiaceae	Croton	Croton pullei	non-native	AM
Euphorbiaceae	Croton	Croton pungens	non-native	AM
Euphorbiaceae	Croton	Croton purdiei	non-native	AM
Euphorbiaceae	Croton	Croton purpurascens	non-native	AM
Euphorbiaceae	Croton	Croton pyrifolius	non-native	AM
Euphorbiaceae	Croton	Croton quadrisetosus	non-native	AM
Euphorbiaceae	Croton	Croton quercetorum	non-native	AM
Euphorbiaceae	Croton	Croton reflexifolius	non-native	AM
Euphorbiaceae	Croton	Croton regeneratrix	non-native	AM
Euphorbiaceae	Croton	Croton rimbachii	non-native	AM
Euphorbiaceae	Croton	Croton ripensis	non-native	AM
Euphorbiaceae	Croton	Croton rivinifolius	non-native	AM
Euphorbiaceae	Croton	Croton robustus	non-native	AM
Euphorbiaceae	Croton	Croton roraimensis	non-native	AM
Euphorbiaceae	Croton	Croton rosarianus	non-native	AM
Euphorbiaceae	Croton	Croton rosmarinoides	non-native	AM
Euphorbiaceae	Croton	Croton rottlerifolius	non-native	AM
Euphorbiaceae	Croton	Croton tricolor	non-native	AM
Euphorbiaceae	Croton	Croton rufolepidotus	non-native	AM
Euphorbiaceae	Croton	Croton ruizianus	non-native	AM
Euphorbiaceae	Croton	Croton rusbyi	non-native	AM
Euphorbiaceae	Croton	Croton sacaquinha	non-native	AM
Euphorbiaceae	Croton	Croton saipanensis	non-native	AM
Euphorbiaceae	Croton	Croton salutaris	non-native	AM
Euphorbiaceae	Croton	Croton samarensis	non-native	AM
Euphorbiaceae	Croton	Croton sampatik	non-native	AM
Euphorbiaceae	Croton	Croton santisukii	non-native	AM
Euphorbiaceae	Croton	Croton sapiifolius	non-native	AM
Euphorbiaceae	Croton	Croton sarocarpus	non-native	AM
Euphorbiaceae	Croton	Croton scabiosus	non-native	AM
Euphorbiaceae	Croton	Croton scheffleri	non-native	AM
Euphorbiaceae	Croton	Croton schiedeanus	non-native	AM
Euphorbiaceae	Croton	Croton schimperianus	non-native	AM
Euphorbiaceae	Croton	Croton scoriarum	non-native	AM
Euphorbiaceae	Croton	Croton scouleri	non-native	AM
Euphorbiaceae	Croton	Croton sepalinus	non-native	AM
Euphorbiaceae	Croton	Croton sexmetralis	non-native	AM
Euphorbiaceae	Croton	Croton sibundoyensis	non-native	AM
Euphorbiaceae	Croton	Croton siltepecensis	non-native	AM
Euphorbiaceae	Croton	Croton singularis	non-native	AM
Euphorbiaceae	Croton	Croton smithianus	non-native	AM
Euphorbiaceae	Croton	Croton socotranus	non-native	AM
Euphorbiaceae	Croton	Croton sousae	non-native	AM
Euphorbiaceae	Croton	Croton speciosus	non-native	AM
Euphorbiaceae	Croton	Croton sphaerogynus	non-native	AM
Euphorbiaceae	Croton	Croton spruceanus	non-native	AM
Euphorbiaceae	Croton	Croton stanneus	non-native	AM
Euphorbiaceae	Croton	Croton steenkampianus	non-native	AM
Euphorbiaceae	Croton	Croton stelluliferus	non-native	AM
Euphorbiaceae	Croton	Croton stenosepalus	non-native	AM
Euphorbiaceae	Croton	Croton stigmatosus	native	AM
Euphorbiaceae	Croton	Croton suberosus	non-native	AM
Euphorbiaceae	Croton	Croton submetallicus	non-native	AM
Euphorbiaceae	Croton	Croton sulcifructus	non-native	AM
Euphorbiaceae	Croton	Croton sylvaticus	non-native	AM
Euphorbiaceae	Croton	Croton tabascensis	non-native	AM
Euphorbiaceae	Croton	Croton tacanensis	non-native	AM
Euphorbiaceae	Croton	Croton talaeporos	non-native	AM
Euphorbiaceae	Croton	Croton tarapotensis	non-native	AM
Euphorbiaceae	Croton	Croton tchibangensis	non-native	AM
Euphorbiaceae	Croton	Croton tenuicaudatus	non-native	AM
Euphorbiaceae	Croton	Croton tessmannii	non-native	AM
Euphorbiaceae	Croton	Croton thoii	non-native	AM
Euphorbiaceae	Croton	Croton thomasii	non-native	AM
Euphorbiaceae	Croton	Croton thorelii	non-native	AM
Euphorbiaceae	Croton	Croton tiglium	non-native	AM
