family	genus	scientific_name	native_status	mycorrhizal_type
Rhamnaceae	Karwinskia	Karwinskia subcordata	non-native	AM
Rhamnaceae	Karwinskia	Karwinskia tehuacana	non-native	AM
Rhamnaceae	Karwinskia	Karwinskia umbellata	non-native	AM
Rhamnaceae	Karwinskia	Karwinskia venturae	non-native	AM
Asteraceae	Kaunia	Kaunia camataguiensis	non-native	AM
Asteraceae	Kaunia	Kaunia endyta	non-native	AM
Asteraceae	Kaunia	Kaunia eucosmoides	non-native	AM
Asteraceae	Kaunia	Kaunia gynoximorpha	non-native	AM
Asteraceae	Kaunia	Kaunia lasiophthalma	non-native	AM
Asteraceae	Kaunia	Kaunia longipetiolata	non-native	AM
Asteraceae	Kaunia	Kaunia rufescens	non-native	AM
Calophyllaceae	Kayea	Kayea assamica	non-native	AM
Calophyllaceae	Kayea	Kayea beccariana	non-native	AM
Calophyllaceae	Kayea	Kayea borneensis	non-native	AM
Calophyllaceae	Kayea	Kayea calophylloides	non-native	AM
Calophyllaceae	Kayea	Kayea coriacea	non-native	AM
Calophyllaceae	Kayea	Kayea daphnifolia	non-native	AM
Calophyllaceae	Kayea	Kayea elegans	non-native	AM
Calophyllaceae	Kayea	Kayea elmeri	non-native	AM
Calophyllaceae	Kayea	Kayea ferruginea	non-native	AM
Calophyllaceae	Kayea	Kayea floribunda	non-native	AM
Calophyllaceae	Kayea	Kayea grandis	non-native	AM
Calophyllaceae	Kayea	Kayea kunstleri	non-native	AM
Calophyllaceae	Kayea	Kayea lepidota	non-native	AM
Calophyllaceae	Kayea	Kayea macrantha	non-native	AM
Calophyllaceae	Kayea	Kayea macrophylla	non-native	AM
Calophyllaceae	Kayea	Kayea manii	non-native	AM
Calophyllaceae	Kayea	Kayea nervosa	non-native	AM
Calophyllaceae	Kayea	Kayea pacifica	non-native	AM
Calophyllaceae	Kayea	Kayea paniculata	non-native	AM
Calophyllaceae	Kayea	Kayea parviflora	non-native	AM
Calophyllaceae	Kayea	Kayea racemosa	non-native	AM
Calophyllaceae	Kayea	Kayea rosea	non-native	AM
Calophyllaceae	Kayea	Kayea stylosa	non-native	AM
Calophyllaceae	Kayea	Kayea sukoeana	non-native	AM
Calophyllaceae	Kayea	Kayea wrayi	non-native	AM
Phyllanthaceae	Keayodendron	Keayodendron bridelioides	non-native	AM
Rubiaceae	Keetia	Keetia davidii	non-native	AM
Rubiaceae	Keetia	Keetia gueinzii	non-native	AM
Rubiaceae	Keetia	Keetia koritschoneri	non-native	AM
Rubiaceae	Keetia	Keetia multiflora	non-native	AM
Rubiaceae	Keetia	Keetia purpurascens	non-native	AM
Rubiaceae	Keetia	Keetia purseglovei	non-native	AM
Rubiaceae	Keetia	Keetia susu	non-native	AM
Rubiaceae	Keetia	Keetia venosa	non-native	AM
Rubiaceae	Keetia	Keetia zanzibarica	non-native	AM
Arecaceae	Chambeyronia	Chambeyronia magnifica	non-native	AM
Arecaceae	Chambeyronia	Chambeyronia oliviformis	non-native	AM
Arecaceae	Chambeyronia	Chambeyronia piersoniorum	non-native	AM
Arecaceae	Chambeyronia	Chambeyronia pyriformis	non-native	AM
Rubiaceae	Kerianthera	Kerianthera longiflora	non-native	AM
Rubiaceae	Kerianthera	Kerianthera preclara	non-native	AM
Proteaceae	Kermadecia	Kermadecia brinoniae	non-native	NM
Proteaceae	Kermadecia	Kermadecia elliptica	non-native	NM
Proteaceae	Kermadecia	Kermadecia pronyensis	non-native	NM
Proteaceae	Kermadecia	Kermadecia rotundifolia	non-native	NM
Proteaceae	Kermadecia	Kermadecia sinuata	non-native	NM
Arecaceae	Kerriodoxa	Kerriodoxa elegans	non-native	AM
Pinaceae	Keteleeria	Keteleeria davidiana	non-native	EcM
Pinaceae	Keteleeria	Keteleeria evelyniana	non-native	EcM
Pinaceae	Keteleeria	Keteleeria fortunei	non-native	EcM
Rubiaceae	Khasiaclunea	Khasiaclunea oligocephala	non-native	AM
Meliaceae	Khaya	Khaya anthotheca	non-native	AM
Meliaceae	Khaya	Khaya grandifoliola	non-native	AM
Meliaceae	Khaya	Khaya ivorensis	non-native	AM
Meliaceae	Khaya	Khaya madagascariensis	non-native	AM
Meliaceae	Khaya	Khaya senegalensis	non-native	AM
Monimiaceae	Kibara	Kibara coriacea	non-native	AM
Monimiaceae	Kibara	Kibara elmeri	non-native	AM
Monimiaceae	Kibara	Kibara obtusa	non-native	AM
Monimiaceae	Kibara	Kibara sleumeri	non-native	AM
Monimiaceae	Kibaropsis	Kibaropsis caledonica	non-native	AM
Apocynaceae	Kibatalia	Kibatalia arborea	non-native	AM
Apocynaceae	Kibatalia	Kibatalia blancoi	non-native	AM
Apocynaceae	Kibatalia	Kibatalia borneensis	non-native	AM
Apocynaceae	Kibatalia	Kibatalia elmeri	non-native	AM
Apocynaceae	Kibatalia	Kibatalia gitingensis	non-native	AM
Apocynaceae	Kibatalia	Kibatalia laurifolia	non-native	AM
Apocynaceae	Kibatalia	Kibatalia longifolia	non-native	AM
Apocynaceae	Kibatalia	Kibatalia macgregorii	non-native	AM
Apocynaceae	Kibatalia	Kibatalia macrophylla	non-native	AM
Apocynaceae	Kibatalia	Kibatalia maingayi	non-native	AM
Apocynaceae	Kibatalia	Kibatalia merrilliana	non-native	AM
Apocynaceae	Kibatalia	Kibatalia puberula	non-native	AM
Apocynaceae	Kibatalia	Kibatalia stenopetala	non-native	AM
Apocynaceae	Kibatalia	Kibatalia villosa	non-native	AM
Apocynaceae	Kibatalia	Kibatalia wigmanii	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera albopunctata	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera altissima	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera aureovinosa	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera bifaria	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera coriacea	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera decipiens	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera divergens	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera elata	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera excelsa	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera fatimae	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera ferruginosa	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera gracilis	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera grandiflora	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera insignis	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera itacarensis	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera lathrophyton	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera marauensis	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera membranacea	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera neglecta	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera occhioniana	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera paniculata	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera peruviana	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera petiolaris	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera rizziniana	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera rubriflora	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera rufotomentosa	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera rupestris	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera sigillata	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera speciosa	non-native	AM
Calophyllaceae	Kielmeyera	Kielmeyera tomentosa	non-native	AM
Bignoniaceae	Kigelia	Kigelia africana	non-native	NM
Achariaceae	Kiggelaria	Kiggelaria africana	non-native	AM
Melastomataceae	Miconia	Miconia imbricata	non-native	AM
Melastomataceae	Miconia	Miconia aurantipetala	non-native	AM
Dasypogonaceae	Kingia	Kingia australis	native	AM
Melastomataceae	Kirkbridea	Kirkbridea pentamera	non-native	AM
Melastomataceae	Kirkbridea	Kirkbridea tetramera	non-native	AM
Kirkiaceae	Kirkia	Kirkia acuminata	non-native	AM
Kirkiaceae	Kirkia	Kirkia burgeri	non-native	AM
Kirkiaceae	Kirkia	Kirkia dewinteri	non-native	AM
Kirkiaceae	Kirkia	Kirkia leandrii	non-native	AM
Kirkiaceae	Kirkia	Kirkia tenuifolia	non-native	AM
Kirkiaceae	Kirkia	Kirkia wilmsii	non-native	AM
Myrtaceae	Kjellbergiodendron	Kjellbergiodendron celebicum	non-native	EcM-AM
Euphorbiaceae	Klaineanthus	Klaineanthus gaboniae	non-native	AM
Irvingiaceae	Klainedoxa	Klainedoxa gabonensis	non-native	AM
Irvingiaceae	Klainedoxa	Klainedoxa trillesii	non-native	AM
Annonaceae	Klarobelia	Klarobelia anomala	non-native	AM
Annonaceae	Klarobelia	Klarobelia candida	non-native	AM
Annonaceae	Klarobelia	Klarobelia cauliflora	non-native	AM
Annonaceae	Klarobelia	Klarobelia inundata	non-native	AM
Annonaceae	Klarobelia	Klarobelia lucida	non-native	AM
Annonaceae	Klarobelia	Klarobelia megalocarpa	non-native	AM
Annonaceae	Klarobelia	Klarobelia napoensis	non-native	AM
Annonaceae	Klarobelia	Klarobelia pandoensis	non-native	AM
Annonaceae	Klarobelia	Klarobelia peruviana	non-native	AM
Annonaceae	Klarobelia	Klarobelia pumila	non-native	AM
Annonaceae	Klarobelia	Klarobelia rocioae	non-native	AM
Annonaceae	Klarobelia	Klarobelia stipitata	non-native	AM
Annonaceae	Klarobelia	Klarobelia subglobosa	non-native	AM
Malvaceae	Kleinhovia	Kleinhovia hospita	native	AM
Myristicaceae	Knema	Knema alvarezii	non-native	AM
Myristicaceae	Knema	Knema andamanica	non-native	AM
Myristicaceae	Knema	Knema angustifolia	non-native	AM
Myristicaceae	Knema	Knema ashtonii	non-native	AM
Myristicaceae	Knema	Knema attenuata	non-native	AM
Myristicaceae	Knema	Knema austrosiamensis	non-native	AM
Myristicaceae	Knema	Knema bengalensis	non-native	AM
Myristicaceae	Knema	Knema celebica	non-native	AM
Myristicaceae	Knema	Knema cinerea	non-native	AM
Myristicaceae	Knema	Knema communis	non-native	AM
Myristicaceae	Knema	Knema conferta	non-native	AM
Myristicaceae	Knema	Knema conica	non-native	AM
Myristicaceae	Knema	Knema curtisii	non-native	AM
Myristicaceae	Knema	Knema elegans	non-native	AM
Myristicaceae	Knema	Knema elmeri	non-native	AM
Myristicaceae	Knema	Knema emmae	non-native	AM
Myristicaceae	Knema	Knema erratica	non-native	AM
Myristicaceae	Knema	Knema flavostamina	non-native	AM
Myristicaceae	Knema	Knema furfuracea	non-native	AM
Myristicaceae	Knema	Knema galeata	non-native	AM
Myristicaceae	Knema	Knema glauca	non-native	AM
Myristicaceae	Knema	Knema glaucescens	non-native	AM
Myristicaceae	Knema	Knema globularia	non-native	AM
Myristicaceae	Knema	Knema globulatericia	non-native	AM
Myristicaceae	Knema	Knema glomerata	non-native	AM
Myristicaceae	Knema	Knema hirtella	non-native	AM
Myristicaceae	Knema	Knema hookeriana	non-native	AM
Myristicaceae	Knema	Knema intermedia	non-native	AM
Myristicaceae	Knema	Knema kinabaluensis	non-native	AM
Myristicaceae	Knema	Knema korthalsii	non-native	AM
Myristicaceae	Knema	Knema kostermansiana	non-native	AM
Myristicaceae	Knema	Knema krusemaniana	non-native	AM
Myristicaceae	Knema	Knema kunstleri	non-native	AM
Myristicaceae	Knema	Knema lamellaria	non-native	AM
Myristicaceae	Knema	Knema lampongensis	non-native	AM
Myristicaceae	Knema	Knema latericia	non-native	AM
Myristicaceae	Knema	Knema latifolia	non-native	AM
Myristicaceae	Knema	Knema laurina	non-native	AM
Myristicaceae	Knema	Knema lenta	non-native	AM
Myristicaceae	Knema	Knema linguiformis	non-native	AM
Myristicaceae	Knema	Knema linifolia	non-native	AM
Myristicaceae	Knema	Knema longepilosa	non-native	AM
Myristicaceae	Knema	Knema losirensis	non-native	AM
Myristicaceae	Knema	Knema lunduensis	non-native	AM
Myristicaceae	Knema	Knema luteola	non-native	AM
Myristicaceae	Knema	Knema malayana	non-native	AM
Myristicaceae	Knema	Knema mamillata	non-native	AM
Myristicaceae	Knema	Knema mandaharan	non-native	AM
Myristicaceae	Knema	Knema matanensis	non-native	AM
Myristicaceae	Knema	Knema membranifolia	non-native	AM
Myristicaceae	Knema	Knema minima	non-native	AM
Myristicaceae	Knema	Knema mixta	non-native	AM
Myristicaceae	Knema	Knema mogeana	non-native	AM
Myristicaceae	Knema	Knema muscosa	non-native	AM
Myristicaceae	Knema	Knema oblongata	non-native	AM
Myristicaceae	Knema	Knema oblongifolia	non-native	AM
Myristicaceae	Knema	Knema pachycarpa	non-native	AM
Myristicaceae	Knema	Knema pallens	non-native	AM
Myristicaceae	Knema	Knema patentinervia	non-native	AM
Myristicaceae	Knema	Knema pectinata	non-native	AM
Myristicaceae	Knema	Knema pedicellata	non-native	AM
Myristicaceae	Knema	Knema percoriacea	non-native	AM
Myristicaceae	Knema	Knema pierrei	non-native	AM
Myristicaceae	Knema	Knema piriformis	non-native	AM
Myristicaceae	Knema	Knema plumulosa	non-native	AM
Myristicaceae	Knema	Knema poilanei	non-native	AM
Myristicaceae	Knema	Knema pseudolaurina	non-native	AM
Myristicaceae	Knema	Knema psilantha	non-native	AM
Myristicaceae	Knema	Knema pubiflora	non-native	AM
Myristicaceae	Knema	Knema pulchra	non-native	AM
Myristicaceae	Knema	Knema retusa	non-native	AM
Myristicaceae	Knema	Knema riangensis	non-native	AM
Myristicaceae	Knema	Knema ridsdaleana	non-native	AM
Myristicaceae	Knema	Knema rigidifolia	non-native	AM
Myristicaceae	Knema	Knema rubens	non-native	AM
Myristicaceae	Knema	Knema rufa	non-native	AM
Myristicaceae	Knema	Knema saxatilis	non-native	AM
Myristicaceae	Knema	Knema scortechinii	non-native	AM
Myristicaceae	Knema	Knema sericea	non-native	AM
Myristicaceae	Knema	Knema sessiflora	non-native	AM
Myristicaceae	Knema	Knema squamulosa	non-native	AM
Myristicaceae	Knema	Knema steenisii	non-native	AM
Myristicaceae	Knema	Knema stellata	non-native	AM
Myristicaceae	Knema	Knema stenocarpa	non-native	AM
Myristicaceae	Knema	Knema stenophylla	non-native	AM
Myristicaceae	Knema	Knema stylosa	non-native	AM
Myristicaceae	Knema	Knema subhirtella	non-native	AM
Myristicaceae	Knema	Knema sumatrana	non-native	AM
Myristicaceae	Knema	Knema tenuinervia	non-native	AM
Myristicaceae	Knema	Knema tomentella	non-native	AM
Myristicaceae	Knema	Knema tonkinensis	non-native	AM
Myristicaceae	Knema	Knema tridactyla	non-native	AM
Myristicaceae	Knema	Knema uliginosa	non-native	AM
Myristicaceae	Knema	Knema viridis	non-native	AM
Myristicaceae	Knema	Knema woodii	non-native	AM
Proteaceae	Knightia	Knightia deplanchei	non-native	NM
Proteaceae	Knightia	Knightia excelsa	non-native	NM
Proteaceae	Knightia	Knightia strobilina	non-native	NM
Asteraceae	Koanophyllon	Koanophyllon albicaule	non-native	AM
Asteraceae	Koanophyllon	Koanophyllon celtidifolia	non-native	AM
Asteraceae	Koanophyllon	Koanophyllon galeottii	non-native	AM
Asteraceae	Koanophyllon	Koanophyllon hotteanum	non-native	AM
Asteraceae	Koanophyllon	Koanophyllon microchaeteum	non-native	AM
Asteraceae	Koanophyllon	Koanophyllon nervosum	non-native	AM
Asteraceae	Koanophyllon	Koanophyllon palmeri	non-native	AM
Asteraceae	Koanophyllon	Koanophyllon panamense	non-native	AM
Asteraceae	Koanophyllon	Koanophyllon pittieri	non-native	AM
Asteraceae	Koanophyllon	Koanophyllon quisqueyanum	non-native	AM
Asteraceae	Koanophyllon	Koanophyllon revealii	non-native	AM
Asteraceae	Koanophyllon	Koanophyllon wetmorei	non-native	AM
Rubiaceae	Kochummenia	Kochummenia stenopetala	non-native	AM
Koeberliniaceae	Koeberlinia	Koeberlinia spinosa	non-native	NM
Sapindaceae	Koelreuteria	Koelreuteria bipinnata	non-native	AM
Sapindaceae	Koelreuteria	Koelreuteria elegans	non-native	AM
Sapindaceae	Koelreuteria	Koelreuteria paniculata	non-native	AM
Euphorbiaceae	Koilodepas	Koilodepas bantamense	non-native	AM
Euphorbiaceae	Koilodepas	Koilodepas brevipes	non-native	AM
Euphorbiaceae	Koilodepas	Koilodepas calycinum	non-native	AM
Euphorbiaceae	Koilodepas	Koilodepas hainanense	non-native	AM
Euphorbiaceae	Koilodepas	Koilodepas homaliifolium	non-native	AM
Euphorbiaceae	Koilodepas	Koilodepas laevigatum	non-native	AM
Euphorbiaceae	Koilodepas	Koilodepas longifolium	non-native	AM
Euphorbiaceae	Koilodepas	Koilodepas pectinatum	non-native	AM
Malvaceae	Kokia	Kokia cookei	non-native	AM
Malvaceae	Kokia	Kokia drynarioides	non-native	AM
Malvaceae	Kokia	Kokia kauaiensis	non-native	AM
Malvaceae	Kokia	Kokia lanceolata	non-native	AM
Celastraceae	Kokoona	Kokoona coriacea	non-native	AM
Celastraceae	Kokoona	Kokoona filiformis	non-native	AM
Celastraceae	Kokoona	Kokoona leucoclada	non-native	AM
Celastraceae	Kokoona	Kokoona littoralis	non-native	AM
Celastraceae	Kokoona	Kokoona ochracea	non-native	AM
Celastraceae	Kokoona	Kokoona ovatolanceolata	non-native	AM
Celastraceae	Kokoona	Kokoona reflexa	non-native	AM
Celastraceae	Kokoona	Kokoona sabahana	non-native	AM
Celastraceae	Kokoona	Kokoona sessilis	non-native	AM
Celastraceae	Kokoona	Kokoona zeylanica	non-native	AM
Fabaceae	Koompassia	Koompassia excelsa	non-native	uncertain
Fabaceae	Koompassia	Koompassia grandiflora	non-native	uncertain
Fabaceae	Koompassia	Koompassia malaccensis	non-native	uncertain
Anacardiaceae	Koordersiodendron	Koordersiodendron pinnatum	non-native	AM
Apocynaceae	Kopsia	Kopsia angustipetala	non-native	uncertain
Apocynaceae	Kopsia	Kopsia arborea	native	uncertain
Apocynaceae	Kopsia	Kopsia dasyrachis	non-native	uncertain
Apocynaceae	Kopsia	Kopsia deverrei	non-native	uncertain
Apocynaceae	Kopsia	Kopsia flavida	non-native	uncertain
Apocynaceae	Kopsia	Kopsia fruticosa	non-native	uncertain
Apocynaceae	Kopsia	Kopsia grandifolia	non-native	uncertain
Apocynaceae	Kopsia	Kopsia griffithii	non-native	uncertain
Apocynaceae	Kopsia	Kopsia hainanensis	non-native	uncertain
Apocynaceae	Kopsia	Kopsia harmandiana	non-native	uncertain
Apocynaceae	Kopsia	Kopsia lapidilecta	non-native	uncertain
Apocynaceae	Kopsia	Kopsia larutensis	non-native	uncertain
Apocynaceae	Kopsia	Kopsia macrophylla	non-native	uncertain
Apocynaceae	Kopsia	Kopsia pauciflora	non-native	uncertain
Apocynaceae	Kopsia	Kopsia profunda	non-native	uncertain
Apocynaceae	Kopsia	Kopsia rajangensis	non-native	uncertain
Apocynaceae	Kopsia	Kopsia rosea	non-native	uncertain
Apocynaceae	Kopsia	Kopsia singapurensis	non-native	uncertain
Apocynaceae	Kopsia	Kopsia sleeseniana	non-native	uncertain
Apocynaceae	Kopsia	Kopsia sumatrana	non-native	uncertain
Apocynaceae	Kopsia	Kopsia tenuis	non-native	uncertain
Apocynaceae	Kopsia	Kopsia teoi	non-native	uncertain
Apocynaceae	Kopsia	Kopsia tonkinensis	non-native	uncertain
Vochysiaceae	Korupodendron	Korupodendron songweanum	non-native	AM
Malvaceae	Kosteletzkya	Kosteletzkya grantii	non-native	AM
Malvaceae	Kosteletzkya	Kosteletzkya retrobracteata	non-native	AM
Malvaceae	Kostermansia	Kostermansia malayana	non-native	AM
Chrysobalanaceae	Kostermanthus	Kostermanthus heteropetalus	non-native	AM
Chrysobalanaceae	Kostermanthus	Kostermanthus malayanus	non-native	AM
Chrysobalanaceae	Kostermanthus	Kostermanthus robustus	non-native	AM
Fabaceae	Kotschya	Kotschya bullockii	non-native	AM
Fabaceae	Kotschya	Kotschya carsonii	non-native	AM
Fabaceae	Kotschya	Kotschya platyphylla	non-native	AM
Fabaceae	Kotschya	Kotschya recurvifolia	non-native	AM
Fabaceae	Kotschya	Kotschya suberifera	non-native	AM
Fabaceae	Kotschya	Kotschya thymodora	non-native	AM
Rubiaceae	Kraussia	Kraussia floribunda	non-native	AM
Rubiaceae	Kraussia	Kraussia kirkii	non-native	AM
Rubiaceae	Kraussia	Kraussia speciosa	non-native	AM
Rhamnaceae	Krugiodendron	Krugiodendron ferreum	non-native	AM
Ochnaceae	Krukoviella	Krukoviella disticha	non-native	AM
Lauraceae	Kubitzkia	Kubitzkia macrantha	non-native	AM
Achariaceae	Kuhlmanniodendron	Kuhlmanniodendron apterocarpum	non-native	AM
Achariaceae	Kuhlmanniodendron	Kuhlmanniodendron macrocarpum	non-native	AM
Asphodelaceae	Kumara	Kumara plicatilis	non-native	AM
Myrtaceae	Kunzea	Kunzea amathicola	non-native	EcM-AM
Myrtaceae	Kunzea	Kunzea clavata	native	EcM-AM
Myrtaceae	Kunzea	Kunzea ericoides	non-native	EcM-AM
Myrtaceae	Kunzea	Kunzea linearis	non-native	EcM-AM
Myrtaceae	Kunzea	Kunzea montana	native	EcM-AM
Myrtaceae	Kunzea	Kunzea robusta	non-native	EcM-AM
Myrtaceae	Kunzea	Kunzea salterae	non-native	EcM-AM
Myrtaceae	Kunzea	Kunzea serotina	non-native	EcM-AM
Myrtaceae	Kunzea	Kunzea sinclairii	non-native	EcM-AM
Myrtaceae	Kunzea	Kunzea sulphurea	native	EcM-AM
Myrtaceae	Kunzea	Kunzea tenuicaulis	non-native	EcM-AM
Myrtaceae	Kunzea	Kunzea triregensis	non-native	EcM-AM
Rubiaceae	Kupeantha	Kupeantha ebo	non-native	uncertain
Rubiaceae	Kupeantha	Kupeantha fosimondi	non-native	uncertain
Rubiaceae	Kupeantha	Kupeantha kupensis	non-native	uncertain
Rubiaceae	Kupeantha	Kupeantha pentamera	non-native	uncertain
Rubiaceae	Kupeantha	Kupeantha spathulata	non-native	uncertain
Rubiaceae	Kutchubaea	Kutchubaea duckei	non-native	AM
Rubiaceae	Kutchubaea	Kutchubaea insignis	non-native	AM
Rubiaceae	Kutchubaea	Kutchubaea longiloba	non-native	AM
Rubiaceae	Kutchubaea	Kutchubaea micrantha	non-native	AM
Rubiaceae	Kutchubaea	Kutchubaea montana	non-native	AM
Rubiaceae	Kutchubaea	Kutchubaea morilloi	non-native	AM
Rubiaceae	Kutchubaea	Kutchubaea neblinensis	non-native	AM
Rubiaceae	Kutchubaea	Kutchubaea oocarpa	non-native	AM
Rubiaceae	Kutchubaea	Kutchubaea palustris	non-native	AM
Rubiaceae	Kutchubaea	Kutchubaea semisericea	non-native	AM
Rubiaceae	Kutchubaea	Kutchubaea sericantha	non-native	AM
Rubiaceae	Kutchubaea	Kutchubaea surinamensis	non-native	AM
Rubiaceae	Kutchubaea	Kutchubaea urophylla	non-native	AM
Malvaceae	Kydia	Kydia calycina	non-native	AM
Malvaceae	Kydia	Kydia glabrescens	non-native	AM
Asteraceae	Kyrsteniopsis	Kyrsteniopsis nelsonii	non-native	AM
Loganiaceae	Geniostoma	Geniostoma hedyosmifolium	non-native	AM
Loganiaceae	Geniostoma	Geniostoma tinifolium	non-native	AM
Loganiaceae	Geniostoma	Geniostoma waialealae	non-native	AM
Sapotaceae	Labourdonnaisia	Labourdonnaisia calophylloides	non-native	AM
Sapotaceae	Labourdonnaisia	Labourdonnaisia glauca	non-native	AM
Sapotaceae	Labourdonnaisia	Labourdonnaisia lecomtei	non-native	AM
Sapotaceae	Labourdonnaisia	Labourdonnaisia madagascariensis	non-native	AM
Sapotaceae	Labourdonnaisia	Labourdonnaisia revoluta	non-native	AM
Sapotaceae	Labourdonnaisia	Labourdonnaisia richardiana	non-native	AM
Sapotaceae	Labramia	Labramia ambondrombeensis	non-native	AM
Sapotaceae	Labramia	Labramia ankaranaensis	non-native	AM
Sapotaceae	Labramia	Labramia boivinii	non-native	AM
Sapotaceae	Labramia	Labramia bojeri	non-native	AM
Sapotaceae	Labramia	Labramia capuronii	non-native	AM
Sapotaceae	Labramia	Labramia costata	non-native	AM
Sapotaceae	Labramia	Labramia louvelii	non-native	AM
Sapotaceae	Labramia	Labramia mayottensis	non-native	AM
Sapotaceae	Labramia	Labramia platanoides	non-native	AM
Sapotaceae	Labramia	Labramia sambiranensis	non-native	AM
Fabaceae	Laburnum	Laburnum alpinum	non-native	AM
Fabaceae	Laburnum	Laburnum anagyroidis	non-native	AM
Sapindaceae	Laccodiscus	Laccodiscus ferrugineus	non-native	AM
Sapindaceae	Laccodiscus	Laccodiscus klaineanus	non-native	AM
Sapindaceae	Laccodiscus	Laccodiscus pseudostipularis	non-native	AM
