scientific_name	genus	family	mycorrhizal_type	estimate
Griffitharia spongbergii	Griffitharia	Rosaceae	AM	family
Aria stankovii	Aria	Rosaceae	AM	genus
Aria stenophylla	Aria	Rosaceae	AM	genus
Aria stirtoniana	Aria	Rosaceae	AM	genus
Hedlundia subarranensis	Hedlundia	Rosaceae	AM	family
Karpatiosorbus subcuneata	Karpatiosorbus	Rosaceae	AM	family
Aria subdanubialis	Aria	Rosaceae	AM	genus
Sorbus subfusca	Sorbus	Rosaceae	AM	genus
Thomsonaria subochracea	Thomsonaria	Rosaceae	AM	family
Hedlundia subpinnata	Hedlundia	Rosaceae	AM	family
Hedlundia subsimilis	Hedlundia	Rosaceae	AM	family
Hedlundia takhtajanii	Hedlundia	Rosaceae	AM	family
Hedlundia tamamschjanae	Hedlundia	Rosaceae	AM	family
Aria taurica	Aria	Rosaceae	AM	genus
Karpatiosorbus tauricola	Karpatiosorbus	Rosaceae	AM	family
Hedlundia teodori	Hedlundia	Rosaceae	AM	family
Aria thaiszii	Aria	Rosaceae	AM	genus
Aria thayensis	Aria	Rosaceae	AM	genus
Griffitharia thibetica	Griffitharia	Rosaceae	AM	family
Thomsonaria thomsonii	Thomsonaria	Rosaceae	AM	family
Sorbus tianschanica	Sorbus	Rosaceae	AM	genus
Karpatiosorbus tobani	Karpatiosorbus	Rosaceae	AM	family
Torminalis glaberrima	Torminalis	Rosaceae	AM	family
Alniaria tsinlingensis	Alniaria	Rosaceae	AM	family
Sorbus turkestanica	Sorbus	Rosaceae	AM	genus
Karpatiosorbus udvardyana	Karpatiosorbus	Rosaceae	AM	family
Aria ujhelyii	Aria	Rosaceae	AM	genus
Sorbus ulleungensis	Sorbus	Rosaceae	AM	genus
Aria ulmifolia	Aria	Rosaceae	AM	genus
Aria umbellata	Aria	Rosaceae	AM	genus
Aria vajdae	Aria	Rosaceae	AM	genus
Karpatiosorbus vallerubusensis	Karpatiosorbus	Rosaceae	AM	family
Hedlundia velebitica	Hedlundia	Rosaceae	AM	family
Karpatiosorbus vertesensis	Karpatiosorbus	Rosaceae	AM	family
Thomsonaria verticillata	Thomsonaria	Rosaceae	AM	family
Griffitharia vestita	Griffitharia	Rosaceae	AM	family
Karpatiosorbus veszpremensis	Karpatiosorbus	Rosaceae	AM	family
Aria vexans	Aria	Rosaceae	AM	genus
Sorbus vilmorinii	Sorbus	Rosaceae	AM	genus
Aria whiteana	Aria	Rosaceae	AM	genus
Aria wilmottiana	Aria	Rosaceae	AM	genus
Sorbus wilsoniana	Sorbus	Rosaceae	AM	genus
Griffitharia yongdeensis	Griffitharia	Rosaceae	AM	family
Alniaria yuana	Alniaria	Rosaceae	AM	family
Micromeles zahlbruckneri	Micromeles	Rosaceae	AM	genus
Sorbus zayuensis	Sorbus	Rosaceae	AM	genus
Karpatiosorbus zertovae	Karpatiosorbus	Rosaceae	AM	family
Aria zolyomii	Aria	Rosaceae	AM	genus
Sorindeia africana	Sorindeia	Anacardiaceae	AM	genus
Sorindeia albiflora	Sorindeia	Anacardiaceae	AM	genus
Sorindeia batekeensis	Sorindeia	Anacardiaceae	AM	genus
Sorindeia calantha	Sorindeia	Anacardiaceae	AM	genus
Sorindeia grandifolia	Sorindeia	Anacardiaceae	AM	genus
Sorindeia juglandifolia	Sorindeia	Anacardiaceae	AM	genus
Sorindeia madagascariensis	Sorindeia	Anacardiaceae	AM	genus
Sorindeia oxyandra	Sorindeia	Anacardiaceae	AM	genus
Sorindeia winkleri	Sorindeia	Anacardiaceae	AM	genus
Sorocea affinis	Sorocea	Moraceae	AM	genus
Sorocea bonplandii	Sorocea	Moraceae	AM	genus
Sorocea briquetii	Sorocea	Moraceae	AM	genus
Sorocea carautana	Sorocea	Moraceae	AM	genus
Sorocea duckei	Sorocea	Moraceae	AM	genus
Sorocea ganevii	Sorocea	Moraceae	AM	genus
Sorocea guilleminiana	Sorocea	Moraceae	AM	genus
Sorocea hilarii	Sorocea	Moraceae	AM	genus
Sorocea jaramilloi	Sorocea	Moraceae	AM	genus
Sorocea jureiana	Sorocea	Moraceae	AM	genus
Sorocea longipedicellata	Sorocea	Moraceae	AM	genus
Sorocea muriculata	Sorocea	Moraceae	AM	genus
Sorocea pubivena	Sorocea	Moraceae	AM	genus
Sorocea racemosa	Sorocea	Moraceae	AM	genus
Sorocea ruminata	Sorocea	Moraceae	AM	genus
Sorocea sarcocarpa	Sorocea	Moraceae	AM	genus
Sorocea sprucei	Sorocea	Moraceae	AM	genus
Sorocea steinbachii	Sorocea	Moraceae	AM	genus
Sorocea trophoides	Sorocea	Moraceae	AM	genus
Soulamea amara	Soulamea	Simaroubaceae	AM	genus
Soulamea cardioptera	Soulamea	Simaroubaceae	AM	genus
Soulamea terminalioides	Soulamea	Simaroubaceae	AM	genus
Soyauxia floribunda	Soyauxia	Peridiscaceae	AM	genus
Soyauxia gabonensis	Soyauxia	Peridiscaceae	AM	genus
Soyauxia glabrescens	Soyauxia	Peridiscaceae	AM	genus
Soyauxia grandifolia	Soyauxia	Peridiscaceae	AM	genus
Soyauxia kwewonii	Soyauxia	Peridiscaceae	AM	genus
Soyauxia talbotii	Soyauxia	Peridiscaceae	AM	genus
Soymida febrifuga	Soymida	Meliaceae	AM	genus
Spachea correae	Spachea	Malpighiaceae	AM	genus
Spachea elegans	Spachea	Malpighiaceae	AM	genus
Spachea herbert-smithii	Spachea	Malpighiaceae	AM	genus
Spachea membranacea	Spachea	Malpighiaceae	AM	genus
Spachea tricarpa	Spachea	Malpighiaceae	AM	genus
Sparattanthelium acreanum	Sparattanthelium	Hernandiaceae	AM	genus
Sparattanthelium borororum	Sparattanthelium	Hernandiaceae	AM	genus
Sparattosperma catingae	Sparattosperma	Bignoniaceae	AM	genus
Sparattosperma leucanthum	Sparattosperma	Bignoniaceae	AM	genus
Sparattosyce balansae	Sparattosyce	Moraceae	AM	genus
Sparattosyce dioica	Sparattosyce	Moraceae	AM	genus
Sparrmannia africana	Sparrmannia	Malvaceae	AM	genus
Sparrmannia discolor	Sparrmannia	Malvaceae	AM	genus
Sparrmannia ricinocarpa	Sparrmannia	Malvaceae	AM	genus
Spathacanthus hahnianus	Spathacanthus	Acanthaceae	NM-AM	genus
Spathacanthus magdalenae	Spathacanthus	Acanthaceae	NM-AM	genus
Spathacanthus parviflorus	Spathacanthus	Acanthaceae	NM-AM	genus
Spathandra blakeoides	Spathandra	Melastomataceae	AM	genus
Spathelia belizensis	Spathelia	Rutaceae	AM	genus
Spathelia brittonii	Spathelia	Rutaceae	AM	genus
Spathelia coccinea	Spathelia	Rutaceae	AM	genus
Spathelia glabrescens	Spathelia	Rutaceae	AM	genus
Spathiostemon javensis	Spathiostemon	Euphorbiaceae	AM	genus
Spathiostemon moniliformis	Spathiostemon	Euphorbiaceae	AM	genus
Spathodea campanulata	Spathodea	Bignoniaceae	AM	genus
Spatholobus parviflorus	Spatholobus	Fabaceae	AM	genus
Sphaerantia chartacea	Sphaerantia	Myrtaceae	EcM-AM	genus
Sphaerantia discolor	Sphaerantia	Myrtaceae	EcM-AM	genus
Sphaerocoryne gracilis	Sphaerocoryne	Annonaceae	AM	genus
Sphaerosacme decandra	Sphaerosacme	Meliaceae	AM	genus
Sphalmium racemosum	Sphalmium	Proteaceae	NM	genus
Sphenostemon balansae	Sphenostemon	Paracryphiaceae	AM	genus
Sphenostemon comptonii	Sphenostemon	Paracryphiaceae	AM	genus
Sphenostemon lobosporus	Sphenostemon	Paracryphiaceae	AM	genus
Sphenostemon oppositifolius	Sphenostemon	Paracryphiaceae	AM	genus
Sphenostemon pachycladus	Sphenostemon	Paracryphiaceae	AM	genus
Sphenostemon papuanus	Sphenostemon	Paracryphiaceae	AM	genus
Sphenostemon thibaudii	Sphenostemon	Paracryphiaceae	AM	genus
Sphenostemon tireliae	Sphenostemon	Paracryphiaceae	AM	genus
Sphinctanthus acutilobus	Sphinctanthus	Rubiaceae	AM	genus
Sphinctanthus maculatus	Sphinctanthus	Rubiaceae	AM	genus
Sphinctanthus polycarpus	Sphinctanthus	Rubiaceae	AM	genus
Sphyranthera airyshawii	Sphyranthera	Euphorbiaceae	AM	genus
Sphyranthera lutescens	Sphyranthera	Euphorbiaceae	AM	genus
Spiniluma discolor	Spiniluma	Sapotaceae	AM	genus
Spiraea canescens	Spiraea	Rosaceae	AM	genus
Spiraea cantoniensis	Spiraea	Rosaceae	AM	genus
Spiraea insularis	Spiraea	Rosaceae	AM	genus
Spiraea purpurea	Spiraea	Rosaceae	AM	genus
Spiraeanthemum bougainvillense	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum brongniartianum	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum collinum	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum davidsonii	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum ellipticum	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum graeffei	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum integrifolium	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum katakata	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum macgillivrayi	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum meridionale	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum parvifolium	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum pedunculatum	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum pubescens	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum pulleanum	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum reticulatum	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum samoense	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum serratum	Spiraeanthemum	Cunoniaceae	AM	genus
Spiraeanthemum vitiense	Spiraeanthemum	Cunoniaceae	AM	genus
Ackama brassii	Ackama	Cunoniaceae	AM	genus
Ackama celebica	Ackama	Cunoniaceae	AM	genus
Ackama clemensiae	Ackama	Cunoniaceae	AM	genus
Ackama fulva	Ackama	Cunoniaceae	AM	genus
Ackama papuana	Ackama	Cunoniaceae	AM	genus
Ackama rufa	Ackama	Cunoniaceae	AM	genus
Spiranthera atlantica	Spiranthera	Rutaceae	AM	genus
Spiranthera guianensis	Spiranthera	Rutaceae	AM	genus
Spiranthera parviflora	Spiranthera	Rutaceae	AM	genus
Billardiera speciosa	Billardiera	Pittosporaceae	AM	genus
Spirospermum penduliflorum	Spirospermum	Menispermaceae	AM	genus
Spirostachys africana	Spirostachys	Euphorbiaceae	AM	genus
Spirostachys venenifera	Spirostachys	Euphorbiaceae	AM	genus
Spirotecoma apiculata	Spirotecoma	Bignoniaceae	AM	genus
Spirotecoma holguinensis	Spirotecoma	Bignoniaceae	AM	genus
Spirotecoma rubriflora	Spirotecoma	Bignoniaceae	AM	genus
Spirotecoma spiralis	Spirotecoma	Bignoniaceae	AM	genus
Spirotheca awadendron	Spirotheca	Malvaceae	AM	family
Spirotheca elegans	Spirotheca	Malvaceae	AM	family
Spirotheca mahechae	Spirotheca	Malvaceae	AM	family
Spirotheca michaeli	Spirotheca	Malvaceae	AM	family
Spirotheca rivieri	Spirotheca	Malvaceae	AM	family
Spirotheca rosea	Spirotheca	Malvaceae	AM	family
Spirotropis longifolia	Spirotropis	Fabaceae	AM	genus
Spondianthus preussii	Spondianthus	Phyllanthaceae	AM	genus
Spondias admirabilis	Spondias	Anacardiaceae	AM	genus
Spondias bahiensis	Spondias	Anacardiaceae	AM	genus
Spondias bipinnata	Spondias	Anacardiaceae	AM	genus
Spondias dulcis	Spondias	Anacardiaceae	AM	genus
Spondias expeditionaria	Spondias	Anacardiaceae	AM	genus
Spondias globosa	Spondias	Anacardiaceae	AM	genus
Spondias macrocarpa	Spondias	Anacardiaceae	AM	genus
Spondias malayana	Spondias	Anacardiaceae	AM	genus
Spondias mombin	Spondias	Anacardiaceae	AM	genus
Spondias pinnata	Spondias	Anacardiaceae	AM	genus
Spondias purpurea	Spondias	Anacardiaceae	AM	genus
Spondias radlkoferi	Spondias	Anacardiaceae	AM	genus
Spondias tefyi	Spondias	Anacardiaceae	AM	genus
Spondias testudinis	Spondias	Anacardiaceae	AM	genus
Spondias tuberosa	Spondias	Anacardiaceae	AM	genus
Spondias venulosa	Spondias	Anacardiaceae	AM	genus
Spondias xerophila	Spondias	Anacardiaceae	AM	genus
Spongiosperma cataractarum	Spongiosperma	Apocynaceae	AM	genus
Spongiosperma grandiflorum	Spongiosperma	Apocynaceae	AM	genus
Spongiosperma longilobum	Spongiosperma	Apocynaceae	AM	genus
Spongiosperma macrophyllum	Spongiosperma	Apocynaceae	AM	genus
Spongiosperma riparium	Spongiosperma	Apocynaceae	AM	genus
Squamopappus skutchii	Squamopappus	Asteraceae	AM	genus
Stachyandra imberbis	Stachyandra	Picrodendraceae	AM	genus
Stachyandra merana	Stachyandra	Picrodendraceae	AM	genus
Stachyandra rufibarbis	Stachyandra	Picrodendraceae	AM	genus
Stachyandra viticifolia	Stachyandra	Picrodendraceae	AM	genus
Stachyarrhena acuminata	Stachyarrhena	Rubiaceae	AM	genus
Stachyarrhena acutiloba	Stachyarrhena	Rubiaceae	AM	genus
Stachyarrhena duckei	Stachyarrhena	Rubiaceae	AM	genus
Stachyarrhena harleyi	Stachyarrhena	Rubiaceae	AM	genus
Stachyarrhena heterochroa	Stachyarrhena	Rubiaceae	AM	genus
Stachyarrhena penduliflora	Stachyarrhena	Rubiaceae	AM	genus
Stachyarrhena reticulata	Stachyarrhena	Rubiaceae	AM	genus
Stachyarrhena spicata	Stachyarrhena	Rubiaceae	AM	genus
Stachyothyrsus stapfiana	Stachyothyrsus	Fabaceae	AM	genus
Stachyothyrsus staudtii	Stachyothyrsus	Fabaceae	AM	genus
Stachytarpheta orubica	Stachytarpheta	Verbenaceae	AM	genus
Stachytarpheta piranii	Stachytarpheta	Verbenaceae	AM	genus
Stachyurus cordatula	Stachyurus	Stachyuraceae	AM	genus
Stachyurus himalaicus	Stachyurus	Stachyuraceae	AM	genus
Stachyurus macrocarpus	Stachyurus	Stachyuraceae	AM	genus
Stachyurus obovatus	Stachyurus	Stachyuraceae	AM	genus
Stadmania acuminata	Stadmania	Sapindaceae	AM	genus
Stadmania excelsa	Stadmania	Sapindaceae	AM	genus
Stadmania glauca	Stadmania	Sapindaceae	AM	genus
Stadmania leandrii	Stadmania	Sapindaceae	AM	genus
Stadmania oppositifolia	Stadmania	Sapindaceae	AM	genus
Stadmania serrulata	Stadmania	Sapindaceae	AM	genus
Staminodianthus duckei	Staminodianthus	Fabaceae	AM	genus
Staminodianthus racemosus	Staminodianthus	Fabaceae	AM	genus
Staminodianthus rosae	Staminodianthus	Fabaceae	AM	genus
Stanmarkia medialis	Stanmarkia	Melastomataceae	AM	genus
Stanmarkia spectabilis	Stanmarkia	Melastomataceae	AM	genus
Staphylea bolanderi	Staphylea	Staphyleaceae	AM	genus
Staphylea bumalda	Staphylea	Staphyleaceae	AM	genus
Staphylea campanulata	Staphylea	Staphyleaceae	AM	genus
Staphylea colchica	Staphylea	Staphyleaceae	AM	genus
Staphylea forrestii	Staphylea	Staphyleaceae	AM	genus
Staphylea holocarpa	Staphylea	Staphyleaceae	AM	genus
Staphylea japonica	Staphylea	Staphyleaceae	AM	genus
Staphylea pinnata	Staphylea	Staphyleaceae	AM	genus
Staphylea pringlei	Staphylea	Staphyleaceae	AM	genus
Staphylea shweliensis	Staphylea	Staphyleaceae	AM	genus
Staphylea trifolia	Staphylea	Staphyleaceae	AM	genus
Staphylea yuanjiangensis	Staphylea	Staphyleaceae	AM	genus
Staudtia kamerunensis	Staudtia	Myristicaceae	AM	genus
Staudtia pterocarpa	Staudtia	Myristicaceae	AM	genus
Staufferia capuronii	Staufferia	Santalaceae	NM-AM	family
Stauranthus conzattii	Stauranthus	Rutaceae	AM	genus
Stauranthus perforatus	Stauranthus	Rutaceae	AM	genus
Steganotaenia araliacea	Steganotaenia	Apiaceae	AM	genus
Steganotaenia commiphoroides	Steganotaenia	Apiaceae	AM	genus
Steganthera hentyi	Steganthera	Monimiaceae	AM	genus
Steganthera hirsuta	Steganthera	Monimiaceae	AM	genus
Steganthera laxiflora	Steganthera	Monimiaceae	AM	genus
Steganthera macooraia	Steganthera	Monimiaceae	AM	genus
Steganthera salomonensis	Steganthera	Monimiaceae	AM	genus
Steganthera suberoso-alata	Steganthera	Monimiaceae	AM	genus
Steinbachiella leptoclada	Steinbachiella	Fabaceae	AM	genus
Stelechocarpus burahol	Stelechocarpus	Annonaceae	AM	genus
Stelechocarpus cauliflorus	Stelechocarpus	Annonaceae	AM	genus
Stelechocarpus expansus	Stelechocarpus	Annonaceae	AM	genus
Stemonocoleus micranthus	Stemonocoleus	Fabaceae	AM	genus
Stemonoporus acuminatus	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus affinis	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus angustisepalus	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus bullatus	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus canaliculatus	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus cordifolius	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus elegans	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus gardneri	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus gilimalensis	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus gracilis	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus kanneliyensis	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus laevifolius	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus lanceolatus	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus lancifolius	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus latisepalus	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus marginalis	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus moonii	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus nitidus	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus oblongifolius	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus petiolaris	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus reticulatus	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus revolutus	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus rigidus	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus scalarinervis	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus scaphifolius	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonoporus ceylanicus	Stemonoporus	Dipterocarpaceae	EcM	genus
Stemonurus ammui	Stemonurus	Stemonuraceae	AM	genus
Stemonurus apicalis	Stemonurus	Stemonuraceae	AM	genus
Stemonurus celebicus	Stemonurus	Stemonuraceae	AM	genus
Stemonurus corrugatus	Stemonurus	Stemonuraceae	AM	genus
Stemonurus dichrocarpus	Stemonurus	Stemonuraceae	AM	genus
Stemonurus gitingensis	Stemonurus	Stemonuraceae	AM	genus
Stemonurus grandifolius	Stemonurus	Stemonuraceae	AM	genus
Stemonurus malaccensis	Stemonurus	Stemonuraceae	AM	genus
Stemonurus monticola	Stemonurus	Stemonuraceae	AM	genus
Stemonurus perobtusus	Stemonurus	Stemonuraceae	AM	genus
Stemonurus scorpioides	Stemonurus	Stemonuraceae	AM	genus
Stemonurus secundiflorus	Stemonurus	Stemonuraceae	AM	genus
Stemonurus umbellatus	Stemonurus	Stemonuraceae	AM	genus
Desmopsis carrillensis	Desmopsis	Annonaceae	AM	genus
Desmopsis cauliflora	Desmopsis	Annonaceae	AM	genus
Desmopsis columbiensis	Desmopsis	Annonaceae	AM	genus
Desmopsis costaricensis	Desmopsis	Annonaceae	AM	genus
Desmopsis flagelliflora	Desmopsis	Annonaceae	AM	genus
Desmopsis hondurensis	Desmopsis	Annonaceae	AM	genus
Desmopsis humilis	Desmopsis	Annonaceae	AM	genus
Desmopsis migueliana	Desmopsis	Annonaceae	AM	genus
Desmopsis monticola	Desmopsis	Annonaceae	AM	genus
Desmopsis morenoi	Desmopsis	Annonaceae	AM	genus
Desmopsis narinensis	Desmopsis	Annonaceae	AM	genus
Desmopsis standleyana	Desmopsis	Annonaceae	AM	genus
Desmopsis stenopetala	Desmopsis	Annonaceae	AM	genus
Desmopsis tuberculata	Desmopsis	Annonaceae	AM	genus
Desmopsis tubiflora	Desmopsis	Annonaceae	AM	genus
Desmopsis zoque	Desmopsis	Annonaceae	AM	genus
Stenocarpus acacioides	Stenocarpus	Proteaceae	NM	genus
Stenocarpus angustifolius	Stenocarpus	Proteaceae	NM	genus
Stenocarpus comptonii	Stenocarpus	Proteaceae	NM	genus
Stenocarpus cryptocarpus	Stenocarpus	Proteaceae	NM	genus
Stenocarpus cunninghamii	Stenocarpus	Proteaceae	NM	genus
Stenocarpus davallioides	Stenocarpus	Proteaceae	NM	genus
Stenocarpus dumbeensis	Stenocarpus	Proteaceae	NM	genus
Stenocarpus gracilis	Stenocarpus	Proteaceae	NM	genus
Stenocarpus heterophyllus	Stenocarpus	Proteaceae	NM	genus
Stenocarpus milnei	Stenocarpus	Proteaceae	NM	genus
Stenocarpus moorei	Stenocarpus	Proteaceae	NM	genus
Stenocarpus phyllodineus	Stenocarpus	Proteaceae	NM	genus
Stenocarpus reticulatus	Stenocarpus	Proteaceae	NM	genus
Stenocarpus salignus	Stenocarpus	Proteaceae	NM	genus
Stenocarpus sinuatus	Stenocarpus	Proteaceae	NM	genus
Stenocarpus tremuloides	Stenocarpus	Proteaceae	NM	genus
Stenocarpus trinervis	Stenocarpus	Proteaceae	NM	genus
Stenocarpus verticis	Stenocarpus	Proteaceae	NM	genus
Stenocarpus villosus	Stenocarpus	Proteaceae	NM	genus
Stenocereus alamosensis	Stenocereus	Cactaceae	AM	genus
Marshallocereus aragonii	Marshallocereus	Cactaceae	AM	genus
Stenocereus beneckei	Stenocereus	Cactaceae	AM	genus
Stenocereus chacalapensis	Stenocereus	Cactaceae	AM	genus
Stenocereus chrysocarpus	Stenocereus	Cactaceae	AM	genus
Isolatocereus dumortieri	Isolatocereus	Cactaceae	AM	family
Stenocereus heptagonus	Stenocereus	Cactaceae	AM	genus
Stenocereus fricii	Stenocereus	Cactaceae	AM	genus
Stenocereus griseus	Stenocereus	Cactaceae	AM	genus
Stenocereus gummosus	Stenocereus	Cactaceae	AM	genus
Stenocereus kerberi	Stenocereus	Cactaceae	AM	genus
Stenocereus martinezii	Stenocereus	Cactaceae	AM	genus
Stenocereus montanus	Stenocereus	Cactaceae	AM	genus
Stenocereus pruinosus	Stenocereus	Cactaceae	AM	genus
Stenocereus queretaroensis	Stenocereus	Cactaceae	AM	genus
Stenocereus standleyi	Stenocereus	Cactaceae	AM	genus
Stenocereus stellatus	Stenocereus	Cactaceae	AM	genus
Stenocereus thurberi	Stenocereus	Cactaceae	AM	genus
Stenocereus treleasei	Stenocereus	Cactaceae	AM	genus
Stenopadus andicola	Stenopadus	Asteraceae	AM	genus
Stenopadus chimantensis	Stenopadus	Asteraceae	AM	genus
Stenopadus colombianus	Stenopadus	Asteraceae	AM	genus
Stenopadus connellii	Stenopadus	Asteraceae	AM	genus
Stenopadus cucullatus	Stenopadus	Asteraceae	AM	genus
Stenopadus huachamacari	Stenopadus	Asteraceae	AM	genus
Stenopadus kunhardtii	Stenopadus	Asteraceae	AM	genus
Stenopadus obconicus	Stenopadus	Asteraceae	AM	genus
Stenopadus sericeus	Stenopadus	Asteraceae	AM	genus
Stenopadus talaumifolius	Stenopadus	Asteraceae	AM	genus
Stenosepala hirsuta	Stenosepala	Rubiaceae	AM	genus
Stenostegia congesta	Stenostegia	Myrtaceae	AM	genus
Stenostomum abbreviatum	Stenostomum	Rubiaceae	AM	genus
Stenostomum acreanum	Stenostomum	Rubiaceae	AM	genus
Stenostomum acutatum	Stenostomum	Rubiaceae	AM	genus
Stenostomum albobrunneum	Stenostomum	Rubiaceae	AM	genus
Stenostomum apiculatum	Stenostomum	Rubiaceae	AM	genus
Stenostomum aristatum	Stenostomum	Rubiaceae	AM	genus
Stenostomum aromaticum	Stenostomum	Rubiaceae	AM	genus
Stenostomum baracoense	Stenostomum	Rubiaceae	AM	genus
Stenostomum cahosianum	Stenostomum	Rubiaceae	AM	genus
Stenostomum coriaceum	Stenostomum	Rubiaceae	AM	genus
Stenostomum cuspidatum	Stenostomum	Rubiaceae	AM	genus
Stenostomum darienense	Stenostomum	Rubiaceae	AM	genus
Stenostomum densiflorum	Stenostomum	Rubiaceae	AM	genus
Stenostomum ekmanii	Stenostomum	Rubiaceae	AM	genus
Stenostomum ellipticum	Stenostomum	Rubiaceae	AM	genus
Stenostomum granulatum	Stenostomum	Rubiaceae	AM	genus
Stenostomum guianensis	Stenostomum	Rubiaceae	AM	genus
Stenostomum heteroneurum	Stenostomum	Rubiaceae	AM	genus
Stenostomum involucratum	Stenostomum	Rubiaceae	AM	genus
Stenostomum jamaicense	Stenostomum	Rubiaceae	AM	genus
Stenostomum lucidum	Stenostomum	Rubiaceae	AM	genus
Stenostomum maestrense	Stenostomum	Rubiaceae	AM	genus
Stenostomum minutifolium	Stenostomum	Rubiaceae	AM	genus
Stenostomum mucronatum	Stenostomum	Rubiaceae	AM	genus
Stenostomum multinerve	Stenostomum	Rubiaceae	AM	genus
Stenostomum nipense	Stenostomum	Rubiaceae	AM	genus
Stenostomum obtusifolium	Stenostomum	Rubiaceae	AM	genus
Stenostomum occidentale	Stenostomum	Rubiaceae	AM	genus
Stenostomum oliganthum	Stenostomum	Rubiaceae	AM	genus
Stenostomum ophiticola	Stenostomum	Rubiaceae	AM	genus
Stenostomum orbiculare	Stenostomum	Rubiaceae	AM	genus
Stenostomum pedicellare	Stenostomum	Rubiaceae	AM	genus
Stenostomum pitonianum	Stenostomum	Rubiaceae	AM	genus
Stenostomum portoricense	Stenostomum	Rubiaceae	AM	genus
Stenostomum radiatum	Stenostomum	Rubiaceae	AM	genus
Stenostomum resinosum	Stenostomum	Rubiaceae	AM	genus
Stenostomum reticulare	Stenostomum	Rubiaceae	AM	genus
Stenostomum rotundatum	Stenostomum	Rubiaceae	AM	genus
Stenostomum scrobiculatum	Stenostomum	Rubiaceae	AM	genus
Stenostomum shaferi	Stenostomum	Rubiaceae	AM	genus
Stenostomum sintenisii	Stenostomum	Rubiaceae	AM	genus
Stenostomum tomentosum	Stenostomum	Rubiaceae	AM	genus
Stenostomum turrialbanum	Stenostomum	Rubiaceae	AM	genus
