family	genus	scientific_name	mycorrhizal_type
Fabaceae	Peltophorum	Peltophorum pterocarpum	NM-AM
Ebenaceae	Diospyros	Diospyros mabacea	AM
Capparaceae	Morisonia	Morisonia frondosa	AM
Dilleniaceae	Hibbertia	Hibbertia rubescens	AM
Myrtaceae	Eucalyptus	Eucalyptus carolaniae	EcM
Malvaceae	Brachychiton	Brachychiton muellerianus	AM
Myrtaceae	Eucalyptus	Eucalyptus georgei	EcM
Pandanaceae	Pandanus	Pandanus oblatus	NM-AM
Sapindaceae	Arytera	Arytera microphylla	AM
Cunoniaceae	Ceratopetalum	Ceratopetalum corymbosum	AM
Proteaceae	Hakea	Hakea lissosperma	NM
Phyllanthaceae	Glochidion	Glochidion xerocarpum	AM
Myrtaceae	Eucalyptus	Eucalyptus synandra	EcM
Myrtaceae	Eucalyptus	Eucalyptus kumarlensis	EcM
Fabaceae	Acacia	Acacia conspersa	EcM-AM
Myrtaceae	Syzygium	Syzygium banksii	AM
Fabaceae	Laburnum	Laburnum anagyroidis	AM
Myrtaceae	Eucalyptus	Eucalyptus cadens	EcM
Myrtaceae	Rhodamnia	Rhodamnia whiteana	AM
Lauraceae	Cryptocarya	Cryptocarya exfoliata	AM
Lauraceae	Cryptocarya	Cryptocarya brassii	AM
Myrtaceae	Syzygium	Syzygium erythrocalyx	AM
Myrtaceae	Eucalyptus	Eucalyptus chlorophylla	EcM
Fabaceae	Calliandra	Calliandra surinamensis	AM
Monimiaceae	Hedycarya	Hedycarya arborea	AM
Apocynaceae	Cerbera	Cerbera dumicola	AM
Casuarinaceae	Allocasuarina	Allocasuarina decaisneana	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus chapmaniana	EcM
Lauraceae	Beilschmiedia	Beilschmiedia oligandra	AM
Proteaceae	Macadamia	Macadamia integrifolia	NM
Ericaceae	Styphelia	Styphelia abnormis	ErM
Myrtaceae	Eucalyptus	Eucalyptus woodwardii	EcM
Pittosporaceae	Bursaria	Bursaria occidentalis	AM
Asphodelaceae	Xanthorrhoea	Xanthorrhoea malacophylla	AM
Myrtaceae	Corymbia	Corymbia intermedia	EcM
Fabaceae	Albizia	Albizia chinensis	AM
Meliaceae	Owenia	Owenia acidula	AM
Fabaceae	Acacia	Acacia auripila	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus histophylla	EcM
Rutaceae	Melicope	Melicope bonwickii	AM
Fabaceae	Acacia	Acacia torulosa	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus willisii	EcM
Fabaceae	Crudia	Crudia papuana	AM
Rhamnaceae	Ziziphus	Ziziphus timoriensis	AM
Boraginaceae	Varronia	Varronia intricata	NM-AM
Paracryphiaceae	Quintinia	Quintinia sieberi	AM
Myrtaceae	Rhodamnia	Rhodamnia hylandii	AM
Myrtaceae	Eucalyptus	Eucalyptus corrugata	EcM
Myrtaceae	Eucalyptus	Eucalyptus ornata	EcM
Salicaceae	Casearia	Casearia dallachyi	AM
Arecaceae	Chamaerops	Chamaerops humilis	AM
Myrtaceae	Xanthostemon	Xanthostemon psidioides	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus paliformis	EcM
Erythroxylaceae	Erythroxylum	Erythroxylum ecarinatum	AM
Lauraceae	Litsea	Litsea noronhae	AM
Fabaceae	Libidibia	Libidibia coriaria	AM
Bignoniaceae	Markhamia	Markhamia lutea	AM
Rutaceae	Acronychia	Acronychia crassipetala	AM
Rubiaceae	Coprosma	Coprosma huttoniana	AM
Myrtaceae	Syzygium	Syzygium rubrimolle	AM
Arecaceae	Hydriastele	Hydriastele ramsayi	AM
Sapindaceae	Synima	Synima reynoldsiae	AM
Proteaceae	Darlingia	Darlingia ferruginea	NM
Myrtaceae	Eucalyptus	Eucalyptus clelandiorum	EcM
Malvaceae	Sparrmannia	Sparrmannia africana	AM
Scrophulariaceae	Myoporum	Myoporum obscurum	AM
Euphorbiaceae	Fontainea	Fontainea picrosperma	AM
Rhamnaceae	Colubrina	Colubrina pedunculata	AM
Fabaceae	Acacia	Acacia floydii	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus neutra	EcM
Myrtaceae	Eucalyptus	Eucalyptus baileyana	EcM
Myrtaceae	Eucalyptus	Eucalyptus neglecta	EcM
Bignoniaceae	Handroanthus	Handroanthus chrysanthus	AM
Rubiaceae	Hamelia	Hamelia patens	AM
Proteaceae	Grevillea	Grevillea dimidiata	NM
Calophyllaceae	Calophyllum	Calophyllum calaba	AM
Sapotaceae	Sersalisia	Sersalisia sessiliflora	AM
Rubiaceae	Atractocarpus	Atractocarpus macarthurii	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus confluens	EcM
Myrtaceae	Melaleuca	Melaleuca hamata	EcM-AM
Salicaceae	Salix	Salix atrocinerea	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus polita	EcM
Myrtaceae	Stockwellia	Stockwellia quadrifida	EcM-AM
Rubiaceae	Coprosma	Coprosma lucida	AM
Lauraceae	Beilschmiedia	Beilschmiedia obtusifolia	AM
Fabaceae	Acacia	Acacia websteri	EcM-AM
Cycadaceae	Cycas	Cycas semota	AM
Myrtaceae	Eucalyptus	Eucalyptus salicola	EcM
Fabaceae	Acacia	Acacia linearifolia	EcM-AM
Rubiaceae	Coprosma	Coprosma acutifolia	AM
Sapotaceae	Pleioluma	Pleioluma papyracea	AM
Rubiaceae	Coprosma	Coprosma prisca	AM
Urticaceae	Boehmeria	Boehmeria depauperata	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus staeri	EcM
Euphorbiaceae	Rockinghamia	Rockinghamia brevipes	AM
Lauraceae	Endiandra	Endiandra grayi	AM
Proteaceae	Grevillea	Grevillea donaldiana	NM
Myrtaceae	Syzygium	Syzygium leptophlebioides	AM
Moraceae	Ficus	Ficus podocarpifolia	AM
Malvaceae	Gossypium	Gossypium arboreum	AM
Myrtaceae	Eucalyptus	Eucalyptus victrix	EcM
Fabaceae	Acacia	Acacia mollifolia	EcM-AM
Lythraceae	Lawsonia	Lawsonia inermis	AM
Myrtaceae	Eucalyptus	Eucalyptus brachyandra	EcM
Paracryphiaceae	Sphenostemon	Sphenostemon lobosporus	AM
Euphorbiaceae	Mallotus	Mallotus didymochryseus	AM
Euphorbiaceae	Calycopeplus	Calycopeplus oligandrus	AM
Putranjivaceae	Drypetes	Drypetes vernicosa	AM
Fabaceae	Acacia	Acacia armitii	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus serraensis	EcM
Simaroubaceae	Simarouba	Simarouba tulae	AM
Myrtaceae	Syzygium	Syzygium branderhorstii	AM
Myrtaceae	Eucalyptus	Eucalyptus litorea	EcM
Pandanaceae	Pandanus	Pandanus basedowii	NM-AM
Rutaceae	Flindersia	Flindersia bennettii	AM
Fabaceae	Acacia	Acacia effusifolia	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus johnstonii	EcM
Proteaceae	Helicia	Helicia ferruginea	NM
Myrtaceae	Metrosideros	Metrosideros kermadecensis	AM
Myrtaceae	Eucalyptus	Eucalyptus johnsoniana	EcM
Fabaceae	Acacia	Acacia aptaneura	EcM-AM
Myrtaceae	Gossia	Gossia gonoclada	AM
Piperaceae	Piper	Piper auritum	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus protensa	EcM
Symplocaceae	Symplocos	Symplocos candelabrum	AM
Proteaceae	Sphalmium	Sphalmium racemosum	NM
Celastraceae	Lophopetalum	Lophopetalum arnhemicum	AM
Rubiaceae	Psydrax	Psydrax pendulinus	AM
Fabaceae	Acacia	Acacia tephrina	EcM-AM
Pittosporaceae	Pittosporum	Pittosporum lancifolium	AM
Cupressaceae	Diselma	Diselma archeri	AM
Lauraceae	Cinnamomum	Cinnamomum baileyanum	AM
Rubiaceae	Rustia	Rustia alba	AM
Myrtaceae	Eucalyptus	Eucalyptus delicata	EcM
Rutaceae	Acronychia	Acronychia imperforata	AM
Malvaceae	Brownlowia	Brownlowia argentata	AM
Myrtaceae	Gossia	Gossia pubiflora	AM
Rubiaceae	Psydrax	Psydrax forsteri	AM
Myrtaceae	Eucalyptus	Eucalyptus olida	EcM
Fabaceae	Acacia	Acacia crombiei	EcM-AM
Fabaceae	Acacia	Acacia dunnii	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus rummeryi	EcM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus parviflorus	AM
Sapotaceae	Mimusops	Mimusops elengi	NM-AM
Myrtaceae	Corymbia	Corymbia paractia	EcM
Myrtaceae	Corymbia	Corymbia hendersonii	EcM
Fabaceae	Acacia	Acacia redolens	EcM-AM
Rubiaceae	Gardenia	Gardenia ovularis	AM
Malvaceae	Ceiba	Ceiba speciosa	AM
Myrtaceae	Xanthostemon	Xanthostemon youngii	EcM-AM
Picrodendraceae	Petalostigma	Petalostigma pubescens	AM
Fabaceae	Acacia	Acacia pubifolia	EcM-AM
Proteaceae	Hakea	Hakea constablei	NM
Loganiaceae	Strychnos	Strychnos nux-vomica	AM
Myrtaceae	Corymbia	Corymbia porrecta	EcM
Myrtaceae	Tristaniopsis	Tristaniopsis macrosperma	EcM-AM
Lamiaceae	Premna	Premna oblongata	AM
Myrtaceae	Gossia	Gossia floribunda	AM
Gyrostemonaceae	Codonocarpus	Codonocarpus pyramidalis	NM
Myrtaceae	Syzygium	Syzygium unipunctatum	AM
Myrtaceae	Eucalyptus	Eucalyptus thozetiana	EcM
Proteaceae	Hakea	Hakea tephrosperma	NM
Elaeagnaceae	Elaeagnus	Elaeagnus latifolia	AM
Sapindaceae	Arytera	Arytera pseudofoveolata	AM
Proteaceae	Hollandaea	Hollandaea sayeriana	NM
Rubiaceae	Tarennoidea	Tarennoidea wallichii	AM
Hydrangeaceae	Deutzia	Deutzia crenata	AM
Asphodelaceae	Xanthorrhoea	Xanthorrhoea brevistyla	AM
Myristicaceae	Horsfieldia	Horsfieldia australiana	AM
Cardiopteridaceae	Citronella	Citronella smythii	AM
Myrtaceae	Eucalyptus	Eucalyptus orgadophila	EcM
Myrtaceae	Eucalyptus	Eucalyptus dunnii	EcM
Pandanaceae	Pandanus	Pandanus conicus	NM-AM
Phyllanthaceae	Bischofia	Bischofia javanica	AM
Picrodendraceae	Austrobuxus	Austrobuxus swainii	AM
Myrtaceae	Eucalyptus	Eucalyptus tetrapleura	EcM
Rhamnaceae	Alphitonia	Alphitonia petriei	AM
Solanaceae	Brunfelsia	Brunfelsia australis	AM
Myrtaceae	Syzygium	Syzygium alliiligneum	AM
Myrtaceae	Eucalyptus	Eucalyptus hypolaena	EcM
Fabaceae	Erythrina	Erythrina speciosa	AM
Fabaceae	Acacia	Acacia holotricha	EcM-AM
Cunoniaceae	Cunonia	Cunonia pterophylla	AM
Rutaceae	Euodia	Euodia pubifolia	AM
Phyllanthaceae	Cleistanthus	Cleistanthus dallachyanus	AM
Myrtaceae	Lenwebbia	Lenwebbia prominens	AM
Euphorbiaceae	Beyeria	Beyeria lanceolata	AM
Myrtaceae	Myrceugenia	Myrceugenia parvifolia	AM
Myrtaceae	Corymbia	Corymbia oocarpa	EcM
Arecaceae	Livistona	Livistona concinna	AM
Euphorbiaceae	Mallotus	Mallotus ficifolius	AM
Myrtaceae	Syzygium	Syzygium canicortex	AM
Pandanaceae	Benstonea	Benstonea pumila	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus crispata	EcM
Myrtaceae	Ristantia	Ristantia gouldii	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus brevistylis	EcM
Myrtaceae	Eucalyptus	Eucalyptus ancophila	EcM
Cycadaceae	Cycas	Cycas tuckeri	AM
Fabaceae	Acacia	Acacia obliquinervia	EcM-AM
Fabaceae	Sesbania	Sesbania sesban	AM
Fabaceae	Acacia	Acacia elata	EcM-AM
Lauraceae	Endiandra	Endiandra wolfei	AM
Sapindaceae	Cupaniopsis	Cupaniopsis fleckeri	AM
Myrtaceae	Eucalyptus	Eucalyptus terrica	EcM
Malvaceae	Hibiscus	Hibiscus verbasciformis	AM
Rutaceae	Boronia	Boronia muelleri	AM
Melastomataceae	Memecylon	Memecylon arnhemense	AM
Myrtaceae	Eucalyptus	Eucalyptus fusiformis	EcM
Moraceae	Ficus	Ficus subnervosa	AM
Escalloniaceae	Polyosma	Polyosma rhytophloia	AM
Myrtaceae	Rhodamnia	Rhodamnia dumetorum	AM
Araliaceae	Polyscias	Polyscias purpurea	AM
Fabaceae	Adenanthera	Adenanthera abrosperma	AM
Verbenaceae	Citharexylum	Citharexylum affine	AM
Fabaceae	Acacia	Acacia grasbyi	EcM-AM
Myrtaceae	Stenostegia	Stenostegia congesta	AM
Rutaceae	Flindersia	Flindersia maculosa	AM
Euphorbiaceae	Claoxylon	Claoxylon hillii	AM
Malvaceae	Sterculia	Sterculia foetida	AM
Fabaceae	Acacia	Acacia pataczekii	EcM-AM
Pinaceae	Pinus	Pinus muricata	EcM
Euphorbiaceae	Hylandia	Hylandia dockrillii	AM
Myrtaceae	Corymbia	Corymbia lenziana	EcM
Myrtaceae	Eucalyptus	Eucalyptus pellita	EcM
Sapindaceae	Arytera	Arytera foveolata	AM
Apocynaceae	Alstonia	Alstonia spectabilis	AM
Myrtaceae	Eucalyptus	Eucalyptus consideniana	EcM
Tetramelaceae	Tetrameles	Tetrameles nudiflora	AM
Lauraceae	Endiandra	Endiandra compressa	AM
Myrtaceae	Eucalyptus	Eucalyptus nortonii	EcM
Fabaceae	Acacia	Acacia macradenia	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus armillata	EcM
Euphorbiaceae	Croton	Croton tomentellus	AM
Myrtaceae	Eucalyptus	Eucalyptus ultima	EcM
Sapindaceae	Guioa	Guioa sarcopterifructa	AM
Myrtaceae	Eucalyptus	Eucalyptus sicilifolia	EcM
Clusiaceae	Garcinia	Garcinia warrenii	AM
Myrtaceae	Xanthostemon	Xanthostemon graniticus	EcM-AM
Oleaceae	Notelaea	Notelaea johnsonii	AM
Calophyllaceae	Calophyllum	Calophyllum inophyllum	AM
Myrtaceae	Eucalyptus	Eucalyptus accedens	EcM
Fabaceae	Acacia	Acacia heterophylla	EcM-AM
Oleaceae	Notelaea	Notelaea pungens	AM
Zamiaceae	Macrozamia	Macrozamia fraseri	AM
Lamiaceae	Karomia	Karomia tettensis	AM
Myrtaceae	Corymbia	Corymbia aspera	EcM
Cunoniaceae	Pseudoweinmannia	Pseudoweinmannia apetala	AM
Myrtaceae	Eucalyptus	Eucalyptus exilipes	EcM
Myrtaceae	Rhodamnia	Rhodamnia glabrescens	AM
Myrtaceae	Melaleuca	Melaleuca dendroidea	EcM-AM
Rubiaceae	Ixora	Ixora pavetta	AM
Combretaceae	Lumnitzera	Lumnitzera racemosa	AM
Fabaceae	Acacia	Acacia rhodoxylon	EcM-AM
Rubiaceae	Pavetta	Pavetta kimberleyana	AM
Sapindaceae	Dictyoneura	Dictyoneura obtusa	AM
Casuarinaceae	Casuarina	Casuarina cunninghamiana	EcM-AM
Celastraceae	Siphonodon	Siphonodon membranaceus	AM
Myrtaceae	Eucalyptus	Eucalyptus cylindriflora	EcM
Proteaceae	Placospermum	Placospermum coriaceum	NM
Annonaceae	Pseuduvaria	Pseuduvaria froggattii	AM
Rutaceae	Acronychia	Acronychia acuminata	AM
Solanaceae	Solanum	Solanum giganteum	AM
Fabaceae	Acacia	Acacia wanyu	EcM-AM
Fabaceae	Acacia	Acacia blakelyi	EcM-AM
Pandanaceae	Pandanus	Pandanus krauelianus	NM-AM
Fabaceae	Acacia	Acacia latzii	EcM-AM
Casuarinaceae	Allocasuarina	Allocasuarina gymnanthera	EcM-AM
Myrtaceae	Gossia	Gossia fragrantissima	AM
Malvaceae	Camptostemon	Camptostemon schultzii	AM
Moraceae	Ficus	Ficus carpentariensis	AM
Euphorbiaceae	Fontainea	Fontainea australis	AM
Lauraceae	Litsea	Litsea brassii	AM
Lauraceae	Endiandra	Endiandra microneura	AM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus ruminatus	AM
Proteaceae	Lomatia	Lomatia arborescens	NM
Lauraceae	Cryptocarya	Cryptocarya oblata	AM
Myrtaceae	Eucalyptus	Eucalyptus extrica	EcM
Lauraceae	Cryptocarya	Cryptocarya saccharata	AM
Combretaceae	Macropteranthes	Macropteranthes montana	AM
Rhamnaceae	Alphitonia	Alphitonia philippinensis	AM
Aquifoliaceae	Ilex	Ilex cassine	AM
Myrtaceae	Eucalyptus	Eucalyptus blaxellii	EcM
Calophyllaceae	Calophyllum	Calophyllum caudatum	AM
Myrtaceae	Eucalyptus	Eucalyptus cornuta	EcM
Myrtaceae	Eucalyptus	Eucalyptus gomphocephala	EcM
Arecaceae	Pritchardia	Pritchardia maideniana	AM
Proteaceae	Persoonia	Persoonia subvelutina	NM
Myrtaceae	Kunzea	Kunzea sulphurea	EcM-AM
Pandanaceae	Pandanus	Pandanus gemmifer	NM-AM
Fabaceae	Acacia	Acacia leptoloba	EcM-AM
Sapindaceae	Toechima	Toechima erythrocarpum	AM
Proteaceae	Persoonia	Persoonia iogyna	NM
Rubiaceae	Ridsdalea	Ridsdalea schoemannii	AM
Fabaceae	Vachellia	Vachellia gerrardii	AM
Phyllanthaceae	Glochidion	Glochidion hylandii	AM
Myrtaceae	Eucalyptus	Eucalyptus ignorabilis	EcM
Myrtaceae	Eucalyptus	Eucalyptus planchoniana	EcM
Sapindaceae	Cupaniopsis	Cupaniopsis newmanii	AM
Proteaceae	Hollandaea	Hollandaea diabolica	NM
Malvaceae	Cola	Cola nitida	AM
Sapotaceae	Pouteria	Pouteria surumuensis	AM
Myrtaceae	Eucalyptus	Eucalyptus tumida	EcM
Fabaceae	Acacia	Acacia cretacea	EcM-AM
Euphorbiaceae	Mallotus	Mallotus discolor	AM
Cunoniaceae	Vesselowskya	Vesselowskya venusta	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus cylindrocarpa	EcM
Sapindaceae	Sarcotoechia	Sarcotoechia cuneata	AM
Thymelaeaceae	Phaleria	Phaleria chermsideana	AM
Primulaceae	Ardisia	Ardisia solanacea	AM
Myrtaceae	Gossia	Gossia myrsinocarpa	AM
Fabaceae	Acacia	Acacia clunies-rossiae	EcM-AM
Myrtaceae	Corymbia	Corymbia sphaerica	EcM
Rubiaceae	Hypobathrum	Hypobathrum racemosum	AM
Rhizophoraceae	Bruguiera	Bruguiera parviflora	NM-AM
Lauraceae	Cryptocarya	Cryptocarya cunninghamii	AM
Proteaceae	Carnarvonia	Carnarvonia araliifolia	NM
Euphorbiaceae	Manihot	Manihot glaziovii	AM
Myrtaceae	Syzygium	Syzygium apodophyllum	AM
Myrtaceae	Corymbia	Corymbia lamprophylla	EcM
Proteaceae	Hakea	Hakea oleifolia	NM
Sapindaceae	Atalaya	Atalaya salicifolia	AM
Sapindaceae	Mischocarpus	Mischocarpus stipitatus	AM
Sapindaceae	Synima	Synima macrophylla	AM
Lythraceae	Sonneratia	Sonneratia alba	AM
Myrtaceae	Eucalyptus	Eucalyptus campaspe	EcM
Euphorbiaceae	Codiaeum	Codiaeum membranaceum	AM
Onagraceae	Ludwigia	Ludwigia nervosa	NM-AM
Annonaceae	Huberantha	Huberantha nitidissima	AM
Myrtaceae	Eucalyptus	Eucalyptus calcicola	EcM
Lauraceae	Actinodaphne	Actinodaphne macrophylla	AM
Zamiaceae	Macrozamia	Macrozamia johnsonii	AM
Annonaceae	Cananga	Cananga odorata	AM
Myrtaceae	Sannantha	Sannantha bidwillii	EcM-AM
Araliaceae	Motherwellia	Motherwellia haplosciadea	AM
Myrtaceae	Eucalyptus	Eucalyptus gongylocarpa	EcM
Myrtaceae	Melaleuca	Melaleuca groveana	EcM-AM
Phyllanthaceae	Antidesma	Antidesma montanum	AM
Rutaceae	Flindersia	Flindersia oppositifolia	AM
Fabaceae	Acacia	Acacia multistipulosa	EcM-AM
Arecaceae	Linospadix	Linospadix monostachyos	AM
Meliaceae	Aglaia	Aglaia brassii	AM
Cunoniaceae	Codia	Codia montana	AM
Myrtaceae	Eucalyptus	Eucalyptus langleyi	EcM
Sapindaceae	Lepisanthes	Lepisanthes rubiginosa	AM
Fabaceae	Lysiphyllum	Lysiphyllum carronii	AM
Myrtaceae	Backhousia	Backhousia citriodora	EcM-AM
Solanaceae	Solanum	Solanum pendulum	AM
Sapindaceae	Guioa	Guioa acutifolia	AM
Myrtaceae	Eucalyptus	Eucalyptus elliptica	EcM
Myrtaceae	Eucalyptus	Eucalyptus boliviana	EcM
Celastraceae	Denhamia	Denhamia viridissima	AM
Euphorbiaceae	Suregada	Suregada glomerulata	AM
Rubiaceae	Psydrax	Psydrax lepidus	AM
Phyllanthaceae	Antidesma	Antidesma parvifolium	AM
Rubiaceae	Mussaenda	Mussaenda philippica	NM-AM
Myrtaceae	Rhodamnia	Rhodamnia acuminata	AM
Malvaceae	Pterospermum	Pterospermum acerifolium	AM
Fabaceae	Havardia	Havardia albicans	AM
Calophyllaceae	Calophyllum	Calophyllum sil	AM
Fabaceae	Acacia	Acacia araneosa	EcM-AM
Anacardiaceae	Blepharocarya	Blepharocarya depauperata	AM
Myrtaceae	Eucalyptus	Eucalyptus torquata	EcM
Myrtaceae	Eucalyptus	Eucalyptus percostata	EcM
Myrtaceae	Eucalyptus	Eucalyptus nebulosa	EcM
Rutaceae	Glycosmis	Glycosmis pentaphylla	AM
Sapindaceae	Litchi	Litchi chinensis	AM
Cunoniaceae	Eucryphia	Eucryphia jinksii	AM
Myrtaceae	Melaleuca	Melaleuca sieberi	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus elaeophloia	EcM
Rhamnaceae	Ziziphus	Ziziphus mairei	AM
Myrtaceae	Eucalyptus	Eucalyptus banksii	EcM
Myrtaceae	Syzygium	Syzygium angophoroides	AM
Meliaceae	Turraea	Turraea pubescens	AM
Myrtaceae	Syzygium	Syzygium pseudofastigiatum	AM
Clusiaceae	Garcinia	Garcinia brassii	AM
Rubiaceae	Stenostomum	Stenostomum urbanianum	AM
Elaeocarpaceae	Aceratium	Aceratium doggrellii	AM
Combretaceae	Terminalia	Terminalia cunninghamii	AM
Phyllanthaceae	Actephila	Actephila plicata	AM
Fabaceae	Acacia	Acacia shirleyi	EcM-AM
Rhizophoraceae	Ceriops	Ceriops decandra	NM-AM
Asphodelaceae	Xanthorrhoea	Xanthorrhoea acanthostachya	AM
Fabaceae	Acacia	Acacia argyraea	EcM-AM
Elaeocarpaceae	Aceratium	Aceratium sericoleopsis	AM
Rhamnaceae	Alphitonia	Alphitonia whitei	AM
Myrtaceae	Eucalyptus	Eucalyptus pilbarensis	EcM
Malvaceae	Brachychiton	Brachychiton xanthophyllus	AM
Fabaceae	Acacia	Acacia caesaneura	EcM-AM
Casuarinaceae	Allocasuarina	Allocasuarina duncanii	EcM-AM
Rhamnaceae	Alphitonia	Alphitonia oblata	AM
Lauraceae	Cryptocarya	Cryptocarya claudiana	AM
Myrtaceae	Eucalyptus	Eucalyptus luculenta	EcM
Myrtaceae	Eucalyptus	Eucalyptus rugulata	EcM
Primulaceae	Myrsine	Myrsine ralstoniae	AM
Myrtaceae	Eucalyptus	Eucalyptus pleurocarpa	EcM
Myrtaceae	Corymbia	Corymbia scabrida	EcM
Asteraceae	Ageratina	Ageratina mairetiana	AM
Myrtaceae	Eucalyptus	Eucalyptus saxatilis	EcM
Celastraceae	Euonymus	Euonymus australianus	AM
Myrtaceae	Eucalyptus	Eucalyptus olsenii	EcM
Myrtaceae	Angophora	Angophora woodsiana	EcM
Fabaceae	Acacia	Acacia daphnifolia	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus codonocarpa	EcM
Rutaceae	Euodia	Euodia hylandii	AM
Myrtaceae	Rhodomyrtus	Rhodomyrtus sericea	AM
Myrtaceae	Melaleuca	Melaleuca globifera	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus youngiana	EcM
Myrtaceae	Eucalyptus	Eucalyptus tenuis	EcM
Phyllanthaceae	Phyllanthus	Phyllanthus cuscutiflorus	AM
Proteaceae	Grevillea	Grevillea erythroclada	NM
Myrtaceae	Eucalyptus	Eucalyptus creta	EcM
Lauraceae	Endiandra	Endiandra limnophila	AM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus stellaris	AM
Lauraceae	Cinnamomum	Cinnamomum iners	AM
Oleaceae	Chionanthus	Chionanthus sleumeri	AM
Myrtaceae	Eucalyptus	Eucalyptus megacornuta	EcM
Myrtaceae	Eucalyptus	Eucalyptus cambageana	EcM
Fabaceae	Acacia	Acacia cockertoniana	EcM-AM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus grahamii	AM
Rubiaceae	Psydrax	Psydrax dicoccos	AM
Rubiaceae	Psydrax	Psydrax reticulatus	AM
Myrtaceae	Eucalyptus	Eucalyptus cerasiformis	EcM
Myrtaceae	Eucalyptus	Eucalyptus lucasii	EcM
Sapindaceae	Sarcotoechia	Sarcotoechia protracta	AM
Fabaceae	Psoralea	Psoralea arborea	AM
Boraginaceae	Cordia	Cordia subcordata	NM-AM
Lauraceae	Endiandra	Endiandra sideroxylon	AM
Myrtaceae	Eucalyptus	Eucalyptus approximans	EcM
Combretaceae	Terminalia	Terminalia bellirica	AM
Lauraceae	Cryptocarya	Cryptocarya gregsonii	AM
Cunoniaceae	Ceratopetalum	Ceratopetalum hylandii	AM
Rubiaceae	Gardenia	Gardenia dacryoides	AM
Euphorbiaceae	Endospermum	Endospermum medullosum	AM
Rhizophoraceae	Ceriops	Ceriops australis	NM-AM
Sapindaceae	Arytera	Arytera lineosquamulata	AM
Fabaceae	Acacia	Acacia thomsonii	EcM-AM
Moraceae	Ficus	Ficus septica	AM
Myrtaceae	Eucalyptus	Eucalyptus doratoxylon	EcM
Proteaceae	Helicia	Helicia blakei	NM
Fabaceae	Leucaena	Leucaena pulverulenta	AM
Myrtaceae	Rhodamnia	Rhodamnia australis	AM
Asphodelaceae	Xanthorrhoea	Xanthorrhoea preissii	AM
Fabaceae	Acacia	Acacia loroloba	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus remota	EcM
Fabaceae	Acacia	Acacia armillata	EcM-AM
Proteaceae	Macadamia	Macadamia jansenii	NM
Myrtaceae	Syzygium	Syzygium claviflorum	AM
Myrtaceae	Melaleuca	Melaleuca argentea	EcM-AM
Malvaceae	Brownlowia	Brownlowia tersa	AM
Myrtaceae	Melaleuca	Melaleuca citrolens	EcM-AM
Cunoniaceae	Ceratopetalum	Ceratopetalum virchowii	AM
Proteaceae	Stenocarpus	Stenocarpus milnei	NM
Rubiaceae	Psydrax	Psydrax graciliflorus	AM
Lauraceae	Endiandra	Endiandra sankeyana	AM
Myrtaceae	Eucalyptus	Eucalyptus educta	EcM
Myrtaceae	Syzygium	Syzygium resa	AM
Myrtaceae	Kunzea	Kunzea montana	EcM-AM
Malvaceae	Triumfetta	Triumfetta nigricans	AM
Malvaceae	Brachychiton	Brachychiton albidus	AM
Lamiaceae	Callicarpa	Callicarpa caudata	AM
Myrtaceae	Eucalyptus	Eucalyptus microcorys	EcM
Pandanaceae	Pandanus	Pandanus marojejicus	NM-AM
Phyllanthaceae	Actephila	Actephila championiae	AM
Fabaceae	Clitoria	Clitoria fairchildiana	AM
Annonaceae	Annona	Annona muricata	AM
Myrtaceae	Eucalyptus	Eucalyptus alipes	EcM
Cycadaceae	Cycas	Cycas badensis	AM
Myrtaceae	Eucalyptus	Eucalyptus repullulans	EcM
Lauraceae	Beilschmiedia	Beilschmiedia volckii	AM
Myrtaceae	Eucalyptus	Eucalyptus andrewsii	EcM
Malvaceae	Grewia	Grewia occidentalis	AM
Meliaceae	Aglaia	Aglaia australiensis	AM
Myrtaceae	Eucalyptus	Eucalyptus bosistoana	EcM
Combretaceae	Terminalia	Terminalia bursarina	AM
Sapindaceae	Harpullia	Harpullia arborea	AM
